'Sylas', 'Zac', 'Lissandra', 'Veigar', 'Jhin', 'Shyvana', 'Leona', 'Aurelion Sol', "Kog'Maw", 'Akali'
'Gangplank', 'Ekko', 'Irelia', "Kai'Sa", 'Morgana', 'Nocturne', 'Lee Sin', 'Jax', 'Sivir', 'Nautilus'
'Camille', 'Lee Sin', 'Akali', 'Ezreal', 'Tahm Kench', 'Fiora', 'Elise', 'LeBlanc', "Kai'Sa", 'Leona'
'Karma', 'Gragas', 'Qiyana', 'Ezreal', 'Thresh', 'Camille', 'Taliyah', 'Ryze', "Kai'Sa", 'Nautilus'
'Ryze', 'Gragas', 'Jayce', 'Sivir', 'Pyke', 'Camille', 'Ekko', 'Galio', 'Ezreal', 'Nautilus'
'Gangplank', 'Olaf', 'Galio', 'Ezreal', 'Nautilus', 'Irelia', 'Gragas', 'Sylas', "Kai'Sa", 'Thresh'
'Aatrox', 'Kayn', 'Akali', 'Ezreal', 'Lux', 'Sylas', 'Shyvana', 'Xayah', 'Maokai', 'Nami'
'Riven', 'Ekko', 'Talon', 'Vayne', 'Nautilus', 'Poppy', 'Lee Sin', 'Orianna', 'Lucian', 'Braum'
'Riven', 'Evelynn', 'Zoe', 'Xayah', 'Leona', 'Jax', 'Ekko', 'Lux', 'Lucian', 'Braum'
'Karma', 'Lee Sin', 'Ryze', 'Lucian', 'Thresh', 'Irelia', 'Elise', 'Yasuo', "Kai'Sa", 'Janna'
'Sylas', "Rek'Sai", 'Akali', 'Lucian', 'Karma', 'Jayce', 'Nunu & Willump', 'Twisted Fate', 'Miss Fortune', 'Blitzcrank'
'Jayce', 'Nidalee', 'Akali', 'Ashe', 'Lulu', 'Riven', "Kha'Zix", 'Pantheon', 'Ezreal', 'Bard'
'Olaf', 'Elise', 'Renekton', "Kai'Sa", 'Pyke', 'Aatrox', 'Jarvan IV', 'Malzahar', 'Ezreal', 'Lux'
'Pantheon', "Rek'Sai", 'Twisted Fate', 'Heimerdinger', 'Pyke', 'Vladimir', 'Ekko', 'Aatrox', 'Miss Fortune', 'Thresh'
'Rengar', 'Kindred', 'Zoe', 'Miss Fortune', 'Thresh', 'Ryze', 'Master Yi', 'Anivia', 'Xayah', 'Janna'
'Pantheon', 'Gragas', 'Irelia', 'Xayah', 'Swain', 'Kayle', 'Nunu & Willump', 'Taliyah', 'Miss Fortune', 'Thresh'
'Kayle', "Kha'Zix", 'Xerath', 'Ashe', 'Tahm Kench', 'Hecarim', 'Ekko', 'Yasuo', 'Miss Fortune', 'Thresh'
'Aatrox', 'Ivern', 'Qiyana', 'Miss Fortune', 'Morgana', 'Renekton', 'Taliyah', 'Irelia', "Kai'Sa", 'Pyke'
'Fiora', 'Xin Zhao', 'Twisted Fate', 'Miss Fortune', 'Thresh', 'Aatrox', 'Nunu & Willump', 'Ryze', "Kai'Sa", 'Blitzcrank'
'Jayce', 'Karthus', 'Twisted Fate', 'Ashe', 'Zyra', 'Zoe', 'Ekko', 'Cassiopeia', 'Miss Fortune', 'Thresh'
'Renekton', 'Lee Sin', 'Katarina', 'Miss Fortune', 'Thresh', 'Rengar', 'Nunu & Willump', 'Pantheon', "Kai'Sa", 'Nautilus'
'Gangplank', 'Olaf', 'Zoe', "Kai'Sa", 'Thresh', 'Ryze', 'Jarvan IV', 'Galio', 'Miss Fortune', 'Morgana'
'Jax', 'Karthus', 'Akali', 'Miss Fortune', 'Thresh', 'Heimerdinger', "Kha'Zix", 'Qiyana', 'Lucian', 'Alistar'
'Gangplank', 'Lee Sin', 'Aurelion Sol', 'Varus', 'Nautilus', 'Riven', 'Nidalee', 'Talon', 'Miss Fortune', 'Thresh'
'Irelia', "Kha'Zix", 'Syndra', "Kai'Sa", 'Leona', 'Renekton', 'Lee Sin', 'Xerath', 'Miss Fortune', 'Morgana'
'Poppy', 'Ekko', 'Talon', 'Lucian', 'Nautilus', 'Rengar', 'Lee Sin', 'Garen', 'Ezreal', 'Lulu'
'Shen', 'Lee Sin', 'Ahri', 'Lucian', 'Pyke', 'Rammus', 'Nidalee', 'Qiyana', "Kai'Sa", 'Braum'
'Malphite', 'Gragas', 'Ezreal', 'Garen', 'Rakan', 'Kennen', 'Ivern', 'Ekko', "Kai'Sa", 'Pyke'
'Kennen', 'Lee Sin', 'Karma', "Kai'Sa", 'Lux', 'Malphite', 'Riven', 'Aatrox', 'Caitlyn', 'Morgana'
'Rammus', 'Poppy', 'Ahri', 'Caitlyn', 'Morgana', 'Tristana', 'Gragas', 'Ryze', 'Lucian', 'Pyke'
'Camille', "Kha'Zix", 'Zac', 'Miss Fortune', 'Blitzcrank', 'Poppy', 'Taliyah', 'Mordekaiser', "Kai'Sa", 'Nautilus'
'Aatrox', 'Camille', 'Heimerdinger', "Kai'Sa", 'Nautilus', 'Darius', 'Nunu & Willump', 'Tahm Kench', 'Viktor', 'Qiyana'
'Kayle', 'Jarvan IV', 'LeBlanc', 'Ashe', 'Miss Fortune', 'Kennen', 'Lee Sin', 'Qiyana', 'Jhin', 'Rakan'
'Vladimir', 'Dr. Mundo', 'Yasuo', 'Ezreal', 'Blitzcrank', 'Rengar', 'Elise', 'LeBlanc', "Kai'Sa", 'Alistar'
'Camille', 'Lee Sin', 'Kayle', 'Xayah', 'Blitzcrank', 'Renekton', 'Nidalee', 'Zoe', 'Lucian', 'Nautilus'
'Lucian', 'Blitzcrank', 'Vi', 'Sylas', 'Tristana', 'Kayle', 'Ryze', 'Brand', 'Riven', 'Lulu'
'Darius', 'Udyr', 'Vladimir', 'Ashe', 'Garen', 'Aatrox', 'Shaco', 'Garen', 'Jinx', 'Braum'
'Garen', 'Ekko', 'Taliyah', "Kai'Sa", 'Leona', 'Gangplank', 'Gragas', 'Vladimir', "Kog'Maw", 'Lulu'
'Irelia', 'Nidalee', 'LeBlanc', 'Ezreal', 'Fiddlesticks', 'Neeko', "Rek'Sai", 'Zoe', 'Lucian', 'Thresh'
'Vladimir', 'Garen', 'Annie', 'Ezreal', 'Thresh', 'Kennen', 'Master Yi', 'Yasuo', 'Miss Fortune', 'Leona'
'Riven', 'Lee Sin', 'Orianna', 'Xayah', 'Shen', 'Kennen', 'Lee Sin', 'Lux', 'Miss Fortune', 'Leona'
'Morgana', 'Lee Sin', 'Renekton', 'Ezreal', 'Shaco', 'Quinn', 'Lee Sin', 'Malzahar', 'Tristana', 'Braum'
'Teemo', 'Nidalee', 'Varus', 'Caitlyn', 'Alistar', 'Kayle', 'Qiyana', 'Veigar', 'Ashe', 'Swain'
'Garen', 'Nidalee', 'Lucian', 'Ezreal', 'Kayle', 'Taric', 'Lucian', 'Sylas', 'Garen', 'Pyke'
'Kayle', 'Fiddlesticks', 'Jayce', 'Yasuo', 'Alistar', 'Singed', 'Lee Sin', 'Azir', 'Ezreal', 'Morgana'
'Renekton', 'Ekko', 'Singed', 'Lucian', 'Janna', 'Kassadin', 'Dr. Mundo', 'Kennen', 'Varus', 'Blitzcrank'
'Singed', 'Kassadin', 'Bard', 'Ezreal', 'Taric', 'Master Yi', 'Kindred', 'Orianna', 'Kennen', 'Thresh'
'Singed', "Rek'Sai", 'Akali', 'Ezreal', 'Janna', 'Ryze', 'Gragas', 'Yasuo', "Kai'Sa", 'Leona'
'Malzahar', 'Lee Sin', 'Irelia', 'Ashe', 'Karma', 'Singed', "Rek'Sai", 'Taliyah', 'Ezreal', 'Nautilus'
'Camille', 'Sylas', 'Kled', 'Lucian', 'Volibear', 'Zed', 'Lee Sin', 'Singed', 'Miss Fortune', 'Janna'
'Zilean', 'Evelynn', 'Sylas', 'Caitlyn', 'Thresh', 'Singed', 'Kindred', 'Fizz', 'Ashe', 'Janna'
'Vayne', 'Lee Sin', 'Singed', "Kai'Sa", 'Blitzcrank', 'Sylas', "Kha'Zix", 'Nocturne', 'Yasuo', 'Nautilus'
'Ekko', 'Shyvana', 'Yasuo', 'Miss Fortune', 'Fiddlesticks', 'Singed', 'Elise', 'Qiyana', 'Lucian', 'Thresh'
'Nidalee', "Kha'Zix", 'Talon', 'Lucian', 'Karma', 'Twisted Fate', 'Lee Sin', 'Singed', 'Jinx', 'Thresh'
'Teemo', 'Lee Sin', 'Yasuo', 'Xayah', 'Soraka', 'Darius', 'Skarner', 'Ahri', 'Xayah', 'Rakan'
'Tristana', 'Xerath', 'Ryze', 'Kennen', 'Jinx', 'Karthus', 'Kled', 'Kassadin', "Kai'Sa", 'Rengar'
'Yasuo', 'Lee Sin', 'Talon', 'Jhin', 'Thresh', 'Aatrox', 'Hecarim', 'Cassiopeia', 'Pyke', 'Thresh'
'Jinx', 'Lulu', 'Sylas', 'Caitlyn', 'Shyvana', 'Zilean', 'Malzahar', 'Nami', 'Ziggs', 'Rammus'
'Pantheon', 'Kayle', 'Fiddlesticks', 'Blitzcrank', 'Xayah', 'Mordekaiser', 'Vayne', 'Karma', 'Sona', 'Janna'
'Lee Sin', 'Akali', 'Sion', 'Ziggs', 'Anivia', 'Caitlyn', 'Jarvan IV', 'Zoe', 'Vladimir', 'Vayne'
'Twisted Fate', 'Sivir', 'Soraka', 'Anivia', 'Malphite', 'Sona', 'Karma', 'Veigar', 'Ziggs', 'Master Yi'
'Twisted Fate', 'Xayah', 'Zed', 'Morgana', 'Sylas', 'Pyke', 'Yuumi', 'Nidalee', 'Janna', 'Twitch'
'Annie', 'Heimerdinger', 'Teemo', 'Irelia', 'Gangplank', 'Zoe', 'Blitzcrank', 'Shen', 'Kindred', 'Ziggs'
'Karma', 'Olaf', 'Orianna', 'Ezreal', 'Thresh', 'Irelia', 'Elise', 'Pantheon', 'Xayah', 'Blitzcrank'
'Tryndamere', 'Ekko', 'Qiyana', 'Ezreal', 'Zyra', 'Jax', 'Camille', 'Talon', 'Ashe', 'Tahm Kench'
'Hecarim', 'Olaf', 'Irelia', "Kai'Sa", 'Blitzcrank', 'Akali', 'Elise', 'Annie', 'Jhin', 'Thresh'
'Camille', 'Elise', 'Qiyana', 'Lucian', 'Leona', 'Pyke', 'Ivern', 'Kassadin', "Kai'Sa", 'Nautilus'
'Jayce', 'Olaf', 'Taliyah', "Kai'Sa", 'Volibear', 'Pyke', 'Ivern', 'Tristana', "Vel'Koz", 'Thresh'
'Aatrox', 'Sejuani', 'Camille', "Kai'Sa", 'Thresh', 'Teemo', 'Rengar', 'Galio', 'Ezreal', 'Janna'
'Hecarim', 'Ekko', 'Zoe', 'Xayah', 'Nautilus', 'Akali', "Rek'Sai", 'Yasuo', "Kai'Sa", 'Blitzcrank'
'Teemo', 'Lee Sin', 'Malzahar', 'Xayah', 'Leona', 'Ezreal', 'Rammus', 'Orianna', 'Vladimir', 'Miss Fortune'
'Jax', 'Lee Sin', 'Anivia', 'Ezreal', 'Karma', 'Kennen', 'Jarvan IV', 'Taliyah', 'Ashe', 'Miss Fortune'
'Kayle', 'Karthus', 'Jayce', 'Jinx', 'Bard', 'Renekton', 'Poppy', 'Talon', 'Miss Fortune', 'Morgana'
'Volibear', 'Elise', 'Irelia', "Kai'Sa", 'Nautilus', 'Jayce', 'Warwick', 'Heimerdinger', 'Mordekaiser', 'Leona'
'Tristana', 'Shyvana', 'Pantheon', "Kai'Sa", 'Alistar', 'Olaf', 'Gragas', 'Kayle', 'Ashe', 'Leona'
'Jarvan IV', 'Ekko', 'LeBlanc', 'Miss Fortune', 'Rakan', 'Pantheon', 'Lee Sin', 'Vladimir', 'Vayne', 'Thresh'
'Aatrox', 'Elise', 'Renekton', 'Ezreal', 'Lux', 'Teemo', 'Lee Sin', 'Irelia', "Kai'Sa", 'Bard'
'Garen', 'Shaco', 'Galio', 'Yasuo', 'Rakan', 'Irelia', "Kha'Zix", 'Qiyana', 'Vayne', 'Blitzcrank'
'Hecarim', 'Taliyah', 'Zoe', "Kai'Sa", 'Volibear', 'Rengar', "Rek'Sai", 'LeBlanc', 'Ashe', 'Thresh'
'Garen', 'Ekko', 'Qiyana', "Kai'Sa", 'Nami', 'Twisted Fate', 'Gragas', 'Ryze', 'Lucian', 'Volibear'
'Akali', 'Shyvana', 'Qiyana', 'Draven', 'Shen', 'Rengar', 'Taliyah', 'Talon', 'Ezreal', 'Alistar'
'Poppy', "Rek'Sai", 'Karthus', 'Lucian', 'Nami', 'Jarvan IV', 'Lee Sin', 'Anivia', 'Caitlyn', 'Ornn'
'Dr. Mundo', "Kha'Zix", 'Ryze', 'Ashe', 'Sona', 'Pantheon', 'Karthus', 'Poppy', 'Lucian', 'Nami'
'Aatrox', 'Olaf', 'Zoe', 'Jinx', 'Rakan', 'Viktor', 'Taliyah', 'Pantheon', 'Lucian', 'Nami'
'Ryze', 'Yuumi', 'Amumu', 'Caitlyn', 'Morgana', 'Sylas', 'Taliyah', 'Sivir', 'Kennen', "Rek'Sai"
'Kled', 'Taliyah', 'Vladimir', "Cho'Gath", 'Soraka', 'Poppy', 'Karthus', 'Twisted Fate', 'Draven', 'Nami'
'Mordekaiser', 'Taliyah', 'Katarina', 'Vayne', 'Janna', 'Darius', 'Lee Sin', 'Qiyana', 'Ezreal', 'Bard'
'Darius', 'Skarner', 'LeBlanc', 'Lucian', 'Nami', 'Aatrox', 'Karthus', 'Katarina', 'Vayne', 'Janna'
'Gangplank', 'Olaf', 'Galio', 'Ashe', 'Thresh', 'Ezreal', 'Karthus', 'LeBlanc', "Kai'Sa", 'Nautilus'
'Tryndamere', 'Elise', 'Camille', "Kai'Sa", 'Thresh', 'Gangplank', 'Karthus', 'LeBlanc', 'Draven', 'Nautilus'
'Jax', 'Nidalee', 'Qiyana', 'Ashe', 'Thresh', 'Darius', 'Karthus', "Kai'Sa", 'Garen', 'Blitzcrank'
'Vladimir', 'Karthus', 'Talon', 'Ashe', 'Leona', 'Garen', 'Elise', 'Orianna', 'Caitlyn', 'Volibear'
'Rengar', 'Zac', 'Talon', 'Sivir', 'Yuumi', 'Olaf', 'Karthus', 'Akali', 'Draven', 'Lulu'
'Olaf', 'Karthus', 'Akali', 'Draven', 'Nami', 'Karma', 'Jarvan IV', 'Azir', 'Lucian', 'Janna'
'Vladimir', "Rek'Sai", 'Diana', 'Miss Fortune', 'Nautilus', 'Olaf', 'Taliyah', 'Akali', 'Draven', 'Morgana'
'Volibear', 'Elise', 'Irelia', "Kai'Sa", 'Nautilus', 'Jayce', 'Warwick', 'Heimerdinger', 'Mordekaiser', 'Leona'
'Cassiopeia', 'Jarvan IV', 'Jayce', 'Xayah', 'Rakan', 'Renekton', 'Hecarim', 'Akali', 'Vayne', 'Thresh'
'Riven', 'Elise', 'LeBlanc', 'Ashe', 'Lulu', 'Garen', 'Hecarim', 'Kassadin', 'Vayne', 'Swain'
'Karma', 'Nidalee', 'Ekko', "Kai'Sa", 'Swain', 'Shyvana', 'Lee Sin', 'Veigar', 'Draven', 'Yuumi'
'Jayce', 'Amumu', 'Ahri', 'Maokai', 'Malphite', 'Nunu & Willump', 'Graves', 'Aatrox', 'Kayle', 'Heimerdinger'
'Gangplank', 'Jarvan IV', 'Yasuo', 'Twitch', 'Alistar', 'Teemo', 'Nunu & Willump', 'Talon', "Kai'Sa", 'Blitzcrank'
'Pantheon', 'Nidalee', 'Garen', 'Ezreal', 'Fiddlesticks', 'Tryndamere', 'Pantheon', 'Darius', 'Jinx', 'Morgana'
'Jax', 'Elise', 'Ezreal', "Kai'Sa", 'Zyra', 'Ryze', 'Lee Sin', 'Nocturne', 'Miss Fortune', 'Karma'
'Irelia', 'Karthus', 'Renekton', 'Ashe', 'Jarvan IV', 'Lucian', 'Ekko', 'Kayle', 'Xayah', 'Leona'
'Akali', 'Gragas', 'Yasuo', 'Ashe', 'Sona', 'Irelia', 'Zac', 'Talon', 'Miss Fortune', 'Blitzcrank'
'Pantheon', 'Xin Zhao', 'Kassadin', 'Caitlyn', 'Zyra', 'Aurelion Sol', 'Shyvana', 'Yasuo', 'Xayah', 'Rakan'
'Gangplank', 'Karthus', 'Pyke', 'Xayah', 'Rakan', 'Pantheon', 'Nidalee', 'Ryze', 'Lucian', 'Blitzcrank'
'Riven', 'Vi', 'Twisted Fate', 'Xayah', 'Blitzcrank', 'Camille', 'Karthus', 'Swain', 'Pantheon', 'Poppy'
'Olaf', 'Karthus', 'Ryze', 'Ashe', 'Gragas', 'Camille', 'Ekko', 'Lissandra', 'Xayah', 'Janna'
'Mordekaiser', 'Aatrox', 'Yasuo', "Kai'Sa", 'Alistar', 'Sion', 'Ekko', 'Katarina', 'Ashe', 'Blitzcrank'
'Jax', 'Fiddlesticks', 'Aatrox', 'Ezreal', 'Leona', 'Vladimir', 'Ekko', 'Zed', 'Caitlyn', 'Morgana'
'Jayce', 'Ekko', 'Twisted Fate', 'Miss Fortune', 'Galio', 'Irelia', 'Twitch', 'Kassadin', 'Ezreal', 'Karma'
'Aatrox', 'Taliyah', 'Pantheon', 'Cassiopeia', 'Thresh', 'Shen', 'Rammus', 'Akali', 'Lucian', 'Blitzcrank'
'Riven', 'Lee Sin', 'Zoe', "Kai'Sa", 'Blitzcrank', 'Jax', 'Elise', 'Lucian', 'Miss Fortune', 'Janna'
'Jax', 'Lee Sin', 'LeBlanc', 'Ashe', 'Morgana', 'Pyke', 'Karthus', 'Lissandra', 'Xayah', 'Thresh'
'Vladimir', "Rek'Sai", 'Twisted Fate', 'Ezreal', 'Fiddlesticks', 'Darius', 'Twitch', 'Cassiopeia', 'Ashe', 'Nautilus'
'Shyvana', 'Taliyah', 'Ezreal', 'Malzahar', 'Karthus', "Kha'Zix", 'Gragas', 'Miss Fortune', 'Karma', 'Jinx'
'Gangplank', 'Ekko', 'Kassadin', "Kai'Sa", 'Karma', 'Irelia', 'Elise', 'Akali', 'Miss Fortune', 'Leona'
'Pantheon', 'Lee Sin', 'Kennen', 'Ezreal', 'Morgana', 'Twisted Fate', 'Kayn', 'Akali', 'Miss Fortune', 'Nautilus'
'Garen', 'Gragas', 'Qiyana', 'Ashe', 'Fiddlesticks', 'Kayle', 'Kindred', 'Orianna', "Kai'Sa", 'Nautilus'
'Twisted Fate', 'Lee Sin', 'Singed', 'Ashe', 'Blitzcrank', 'Lissandra', 'Zac', 'Rumble', "Kai'Sa", 'Alistar'
'Jax', 'Gragas', 'Katarina', "Kai'Sa", 'Nautilus', 'Kled', 'Elise', 'LeBlanc', 'Ezreal', 'Tahm Kench'
'Pantheon', "Rek'Sai", 'Garen', 'Xayah', 'Leona', 'Heimerdinger', 'Lee Sin', 'Akali', 'Caitlyn', 'Bard'
'Jayce', 'Gragas', 'Garen', "Kai'Sa", 'Nautilus', 'Karma', 'Ekko', 'Talon', 'Vayne', 'Bard'
'Pantheon', 'Dr. Mundo', 'Kassadin', 'Ezreal', 'Bard', 'Karma', 'Jarvan IV', 'Jayce', 'Ashe', 'Leona'
'Dr. Mundo', 'Xin Zhao', 'Twisted Fate', 'Xayah', 'Yuumi', 'Jax', 'Lee Sin', 'Zoe', "Kai'Sa", 'Nautilus'
'Camille', 'Ekko', 'Twisted Fate', "Kai'Sa", 'Blitzcrank', 'Rengar', 'Poppy', 'Talon', 'Lucian', 'Leona'
'Fiora', 'Karthus', 'Ryze', 'Sivir', 'Pyke', 'Camille', 'Elise', 'Zed', 'Xayah', 'Thresh'
'Jayce', 'Elise', 'Ryze', 'Xayah', 'Thresh', 'Kennen', 'Karthus', 'Galio', 'Kalista', 'Blitzcrank'
'Camille', 'Lee Sin', 'Galio', 'Caitlyn', 'Morgana', 'Olaf', "Kha'Zix", 'Ekko', 'Ashe', 'Thresh'
'Jayce', "Rek'Sai", 'Taliyah', 'Sivir', 'Thresh', 'Fiora', 'Shyvana', 'Zed', "Kai'Sa", 'Nautilus'
'Malzahar', 'Ekko', 'Qiyana', 'Caitlyn', 'Soraka', 'Kayle', 'Shyvana', 'Irelia', "Kai'Sa", 'Karma'
'Sylas', 'Poppy', 'Zoe', 'Xayah', 'Gragas', 'Rumble', 'Nidalee', 'Jayce', 'Yasuo', 'Thresh'
'Lulu', 'Gragas', 'Pyke', 'Lucian', 'Tahm Kench', 'Rumble', 'Nocturne', 'Taliyah', 'Vayne', 'Nautilus'
'Renekton', "Rek'Sai", 'Ahri', 'Xayah', 'Thresh', 'Pantheon', 'Lee Sin', 'Cassiopeia', 'Lucian', 'Volibear'
'Fiora', 'Lee Sin', 'Akali', 'Lucian', 'Leona', 'Vladimir', 'Karthus', 'Qiyana', 'Ezreal', 'Braum'
'Garen', "Kha'Zix", 'Jayce', "Kai'Sa", 'Pyke', 'Mordekaiser', 'Qiyana', 'Ahri', 'Heimerdinger', 'Yuumi'
'Jayce', "Kha'Zix", "Cho'Gath", 'Vayne', 'Alistar', 'Wukong', 'Lee Sin', 'Ahri', 'Ezreal', 'Yuumi'
'Mordekaiser', 'Elise', 'Qiyana', 'Vayne', 'Thresh', 'Yasuo', 'Rengar', 'Ahri', 'Xayah', 'Shen'
'Jax', "Kha'Zix", 'Taliyah', 'Kalista', 'Rakan', "Cho'Gath", 'Kindred', 'Galio', 'Xayah', 'Leona'
'Rumble', 'Karthus', 'Qiyana', 'Lucian', 'Blitzcrank', 'Pantheon', 'Lee Sin', 'Akali', 'Xayah', 'Pyke'
'Rengar', 'Ekko', 'Pantheon', 'Ezreal', 'Zyra', 'Jax', 'Gragas', 'Talon', 'Xayah', 'Thresh'
'Gangplank', 'Elise', 'Talon', 'Jhin', 'Zyra', 'Aatrox', 'Lee Sin', 'Akali', 'Xayah', 'Thresh'
'Vladimir', 'Lee Sin', 'Talon', 'Ashe', 'Pyke', 'Akali', 'Ekko', 'Zed', "Kai'Sa", 'Braum'
'Quinn', 'Karthus', 'Talon', 'Twitch', 'Blitzcrank', 'Lissandra', 'Jarvan IV', 'Pantheon', 'Ezreal', 'Lux'
'Gangplank', 'Shaco', 'Ahri', 'Vladimir', 'Soraka', 'Fizz', 'Rengar', 'Ryze', "Kai'Sa", 'Bard'
'Ornn', 'Elise', 'Talon', 'Jinx', 'Thresh', 'Camille', "Kha'Zix", 'LeBlanc', "Kai'Sa", 'Volibear'
'Riven', 'Taliyah', 'Talon', 'Yasuo', 'Gragas', 'Poppy', 'Nunu & Willump', 'Galio', "Kai'Sa", 'Pyke'
'Jax', 'Karthus', 'Yasuo', "Kai'Sa", 'Blitzcrank', 'Malphite', 'Lee Sin', 'Qiyana', 'Ezreal', 'Pyke'
'Garen', 'Taliyah', 'Swain', 'Camille', 'Rakan', 'Irelia', 'Karthus', 'Talon', 'Caitlyn', 'Taric'
'Kayle', 'Elise', "Vel'Koz", 'Jinx', 'Nautilus', 'Jax', 'Taliyah', 'Yasuo', "Kai'Sa", 'Gragas'
'Kayle', 'Olaf', 'Anivia', 'Xayah', 'Pyke', 'Kled', 'Elise', 'Sylas', "Kai'Sa", 'Nautilus'
'Gangplank', 'Lee Sin', 'Veigar', 'Jinx', 'Leona', 'Jax', 'Ivern', 'Lucian', 'Tristana', 'Nautilus'
'Quinn', "Rek'Sai", 'LeBlanc', 'Lucian', 'Braum', 'Ryze', 'Lee Sin', 'Katarina', 'Ezreal', 'Blitzcrank'
'Rengar', 'Karthus', 'Veigar', 'Draven', 'Thresh', 'Shen', 'Lee Sin', 'Zoe', "Kai'Sa", 'Pyke'
'Jax', 'Evelynn', 'Fizz', 'Ezreal', 'Nautilus', 'Gangplank', "Rek'Sai", 'Ryze', 'Lucian', 'Blitzcrank'
'Irelia', 'Lee Sin', 'Mordekaiser', 'Xayah', 'Nautilus', 'Olaf', 'Elise', 'Pantheon', 'Lucian', 'Azir'
'Gangplank', 'Nidalee', 'Talon', 'Xayah', 'Leona', 'Fiora', 'Lee Sin', 'Galio', 'Lucian', 'Gragas'
'Ornn', 'Lee Sin', 'Zoe', "Kai'Sa", 'Xerath', 'Mordekaiser', 'Xin Zhao', 'Qiyana', 'Ezreal', 'Blitzcrank'
'Gangplank', 'Ekko', 'Vladimir', 'Xayah', 'Thresh', 'Akali', 'Lee Sin', 'Orianna', 'Jhin', 'Nautilus'
'Jayce', "Rek'Sai", 'Taliyah', 'Sivir', 'Thresh', 'Fiora', 'Shyvana', 'Zed', "Kai'Sa", 'Nautilus'
'Jarvan IV', 'Ekko', 'LeBlanc', 'Miss Fortune', 'Rakan', 'Pantheon', 'Lee Sin', 'Vladimir', 'Vayne', 'Thresh'
'Gragas', 'Ekko', 'Garen', 'Ezreal', 'Karma', 'Irelia', 'Karthus', 'Ahri', "Kai'Sa", 'Thresh'
'Vladimir', 'Lee Sin', 'Zoe', 'Lucian', 'Alistar', 'Jayce', 'Nidalee', 'Aatrox', 'Jinx', 'Thresh'
'Pantheon', 'Elise', 'Kled', "Kai'Sa", 'Thresh', 'Mordekaiser', 'Lee Sin', 'Talon', 'Xayah', 'Nautilus'
'Garen', 'Shaco', 'Ryze', 'Ashe', 'Rakan', 'Darius', 'Nidalee', 'Camille', 'Ezreal', 'Blitzcrank'
'Rumble', 'Lee Sin', 'Akali', "Kai'Sa", 'Nautilus', 'Kled', "Rek'Sai", 'Xerath', 'Lucian', 'Leona'
'Camille', 'Nidalee', 'Garen', 'Xayah', 'Thresh', 'Vladimir', 'Lee Sin', 'LeBlanc', 'Syndra', 'Pyke'
'Camille', 'Nidalee', 'Rumble', 'Ashe', 'Thresh', 'Fiora', 'Fiddlesticks', 'Ezreal', 'Lucian', 'Blitzcrank'
'Ryze', 'Olaf', 'Twisted Fate', 'Jinx', 'Thresh', 'Karma', 'Gragas', 'Lucian', 'Xayah', 'Rakan'
'Zilean', 'Xin Zhao', 'Ryze', 'Xayah', 'Leona', 'Kayle', 'Gragas', 'Nocturne', 'Miss Fortune', 'Thresh'
'Camille', 'Sylas', 'Zoe', 'Jinx', 'Thresh', 'Kennen', "Rek'Sai", 'Vladimir', 'Lucian', 'Nautilus'
'Fiora', "Kha'Zix", 'Kayle', 'Draven', 'Morgana', 'Mordekaiser', 'Ekko', 'Qiyana', 'Caitlyn', 'Thresh'
'Renekton', 'Nocturne', 'Irelia', "Kai'Sa", 'Gragas', 'Kled', 'Nidalee', 'Kayle', 'Vayne', 'Thresh'
'Renekton', 'Karthus', 'Twisted Fate', 'Jinx', 'Thresh', 'Kennen', 'Taliyah', 'Zoe', 'Lucian', 'Yuumi'
'Ezreal', 'Ekko', 'Jax', "Kai'Sa", 'Leona', 'Jayce', "Kha'Zix", 'Viktor', 'Xayah', 'Fiddlesticks'
'Fiora', 'Lee Sin', 'LeBlanc', "Kai'Sa", 'Blitzcrank', 'Shen', "Rek'Sai", 'Azir', 'Lucian', 'Leona'
'Lulu', "Rek'Sai", 'Ahri', 'Draven', 'Pyke', 'Rengar', 'Olaf', 'Heimerdinger', "Kai'Sa", 'Zyra'
'Kayle', 'Rengar', 'Akali', "Kai'Sa", 'Pyke', 'Jayce', 'Shyvana', 'Ahri', 'Xayah', 'Leona'
'Zilean', 'Nidalee', 'Talon', 'Jinx', 'Morgana', 'Gangplank', 'Shyvana', 'Vladimir', "Kai'Sa", 'Sion'
'Darius', 'Karthus', 'Talon', 'Lucian', 'Nautilus', 'Zed', 'Fiddlesticks', 'Ahri', 'Draven', 'Pyke'
'Riven', 'Lee Sin', 'Akali', 'Ashe', 'Thresh', 'Lucian', 'Jarvan IV', 'Twisted Fate', "Kai'Sa", 'Pyke'
'Vladimir', 'Zac', 'Quinn', 'Lucian', 'Leona', 'Mordekaiser', 'Karthus', 'Ezreal', 'Jinx', 'Soraka'
'Jax', 'Gragas', 'Yasuo', 'Lucian', 'Thresh', 'Twisted Fate', 'Master Yi', 'Riven', "Kai'Sa", 'Nautilus'
'Jax', 'Rengar', 'Ryze', 'Lucian', 'Alistar', 'Riven', 'Jarvan IV', 'Yasuo', "Kai'Sa", 'Nautilus'
'Vladimir', 'Elise', 'Qiyana', 'Yasuo', 'Alistar', 'Kayle', 'Gragas', 'Quinn', 'Ezreal', 'Karma'
