'Azir', 'Taliyah', 'Caitlyn', 'Zyra', 'Udyr', 'Karma', 'Zilean', 'Olaf', 'Ezreal', 'Amumu'
'Pantheon', 'Taliyah', 'Galio', 'Ashe', 'Rakan', 'Karma', 'Lee Sin', 'Tristana', 'Jinx', 'Tahm Kench'
'Renekton', 'Taliyah', 'Ezreal', 'Lucian', 'Thresh', 'Aatrox', 'Jarvan IV', 'Galio', "Kai'Sa", 'Pyke'
'Gangplank', 'Shaco', 'Galio', "Kai'Sa", 'Jarvan IV', 'Lucian', 'Rengar', 'Syndra', 'Ezreal', 'Bard'
'Akali', 'Nidalee', 'Yasuo', 'Heimerdinger', 'Bard', 'Kennen', 'Lee Sin', 'Twisted Fate', 'Miss Fortune', 'Nautilus'
'Kennen', 'Trundle', 'Twisted Fate', "Kai'Sa", 'Volibear', 'Lissandra', 'Nocturne', 'Kassadin', 'Ezreal', 'Ornn'
'Rumble', 'Kindred', 'Pantheon', "Kai'Sa", 'Alistar', 'Jayce', 'Ekko', 'Syndra', 'Xayah', 'Rakan'
'Pantheon', 'Xin Zhao', 'Akali', 'Caitlyn', 'Braum', 'Hecarim', 'Lee Sin', 'Sylas', 'Lucian', 'Thresh'
'Irelia', 'Elise', 'Qiyana', "Kai'Sa", 'Nami', 'Nocturne', 'Jarvan IV', 'Zoe', 'Miss Fortune', 'Bard'
'Renekton', 'Olaf', 'Zoe', 'Karma', 'Pyke', 'Wukong', 'Lee Sin', 'Twisted Fate', "Kai'Sa", 'Lux'
'Sylas', 'Lee Sin', 'Zoe', 'Sivir', 'Karma', 'Ornn', 'Ekko', 'Talon', "Kai'Sa", 'Pyke'
'Gnar', 'Nunu & Willump', 'Lissandra', "Kai'Sa", 'Nautilus', 'Jax', 'Ekko', 'Yasuo', 'Ezreal', 'Thresh'
'Kled', 'Ekko', 'Yasuo', 'Caitlyn', 'Zyra', 'Teemo', 'Garen', 'Yasuo', 'Ezreal', 'Alistar'
'Yasuo', 'Gragas', 'Rumble', 'Ezreal', 'Janna', 'Viktor', 'Lee Sin', 'Lissandra', 'Lucian', 'Alistar'
'Akali', 'Lucian', 'Vladimir', 'Jinx', 'Volibear', 'Yorick', 'Lee Sin', 'Mordekaiser', 'Ashe', 'Taric'
'Vayne', 'Zac', 'Lucian', 'Xayah', 'Rakan', 'Taric', 'Elise', 'LeBlanc', 'Caitlyn', 'Morgana'
'Jayce', 'Lee Sin', 'Akali', 'Syndra', 'Pyke', 'Karma', 'Ekko', 'Qiyana', 'Jinx', 'Nautilus'
'Vladimir', 'Ekko', 'Garen', 'Lucian', 'Blitzcrank', 'Twisted Fate', 'Olaf', 'Kayle', 'Miss Fortune', 'Rakan'
'Garen', 'Lee Sin', 'Twisted Fate', 'Xayah', 'Rakan', 'Gangplank', 'Karthus', 'Fizz', 'Caitlyn', 'Lux'
'Lucian', 'Elise', 'Twisted Fate', 'Xayah', 'Thresh', 'Kled', 'Ekko', 'Talon', 'Jhin', 'Fiddlesticks'
'Camille', "Kha'Zix", 'Heimerdinger', 'Xayah', 'Thresh', 'Jayce', "Rek'Sai", 'Ekko', 'Ezreal', 'Tahm Kench'
'Jayce', 'Lee Sin', 'LeBlanc', 'Xayah', 'Swain', 'Akali', 'Evelynn', 'Qiyana', "Kai'Sa", 'Volibear'
'Jayce', 'Fiddlesticks', 'Zoe', 'Miss Fortune', 'Blitzcrank', 'Ryze', 'Lee Sin', 'Heimerdinger', 'Jinx', 'Thresh'
'Yasuo', 'Lee Sin', 'Viktor', 'Miss Fortune', 'Thresh', 'Twisted Fate', 'Jarvan IV', 'Sylas', 'Lucian', 'Swain'
'Viktor', 'Kindred', 'Qiyana', 'Xayah', 'Rakan', 'Garen', 'Gragas', 'Lucian', 'Ezreal', 'Soraka'
'Renekton', 'Elise', 'Karma', "Kai'Sa", 'Janna', 'Quinn', 'Taric', 'Aatrox', 'Ezreal', 'Bard'
'Viktor', "Kha'Zix", 'Camille', 'Ezreal', 'Yuumi', 'Karma', 'Shyvana', 'Irelia', "Kai'Sa", 'Volibear'
'Neeko', 'Elise', 'Zed', 'Xayah', 'Alistar', 'Kayle', 'Gragas', 'Yasuo', 'Lucian', 'Nautilus'
'Rengar', 'Nidalee', 'Galio', "Kai'Sa", 'Karma', 'Pantheon', 'Lee Sin', 'Kayle', 'Caitlyn', 'Morgana'
'Jax', 'Fizz', 'Qiyana', 'Ashe', 'Janna', 'Garen', 'Ekko', 'Camille', 'Jinx', 'Thresh'
'Kayle', 'Lee Sin', 'Nocturne', "Kai'Sa", 'Lux', 'Quinn', 'Nidalee', 'Qiyana', 'Ezreal', 'Tahm Kench'
'Irelia', 'Graves', 'Sylas', "Kai'Sa", 'Rakan', 'Pantheon', 'Nidalee', 'Vladimir', 'Ezreal', 'Nautilus'
'Sion', "Rek'Sai", 'Malzahar', "Kai'Sa", 'Blitzcrank', 'Aatrox', 'Gragas', 'Galio', 'Ezreal', 'Rakan'
'Lux', 'Yuumi', 'Xin Zhao', 'Caitlyn', 'Heimerdinger', 'Jhin', "Kha'Zix", 'Bard', 'Ekko', 'Maokai'
'Viktor', "Kha'Zix", 'LeBlanc', 'Jinx', 'Tahm Kench', 'Ryze', 'Lee Sin', 'Zoe', 'Ashe', 'Pyke'
'Shen', 'Karthus', 'Kassadin', 'Ashe', 'Thresh', 'Gangplank', 'Lee Sin', 'Zoe', 'Ezreal', 'Nautilus'
'Kled', 'Nidalee', 'Renekton', 'Xayah', 'Blitzcrank', 'Rengar', 'Karthus', 'Twisted Fate', 'Ashe', 'Morgana'
'Aatrox', 'Nidalee', 'Qiyana', 'Miss Fortune', 'Gragas', 'Kled', 'Lee Sin', "Vel'Koz", 'Ezreal', 'Pyke'
'Fiora', 'Karthus', 'Malzahar', 'Caitlyn', 'Morgana', 'Jax', 'Lee Sin', 'Viktor', 'Ashe', 'Gragas'
'Fiora', 'Kindred', 'Xerath', 'Miss Fortune', 'Veigar', 'Camille', 'Gragas', "Vel'Koz", 'Irelia', 'Rakan'
'Rumble', 'Lee Sin', 'LeBlanc', "Kai'Sa", 'Rakan', 'Riven', 'Kindred', 'Viktor', 'Ezreal', 'Pyke'
'Jax', 'Ekko', 'Nocturne', "Kai'Sa", 'Blitzcrank', 'Quinn', 'Taliyah', 'Qiyana', 'Lucian', 'Swain'
'Rumble', 'Olaf', 'Ezreal', 'Swain', 'Alistar', 'Rengar', 'Taliyah', 'Pantheon', 'Syndra', 'Karma'
'Vladimir', 'Elise', 'Qiyana', 'Lucian', 'Rakan', 'Gnar', 'Nidalee', 'Twisted Fate', "Kai'Sa", 'Karma'
'Ryze', 'Sylas', 'Aatrox', 'Ezreal', 'Tahm Kench', 'Camille', 'Elise', 'Pantheon', "Kai'Sa", 'Gragas'
'Camille', 'Kindred', 'Galio', "Kai'Sa", 'Fiddlesticks', 'Renekton', 'Taliyah', 'Sylas', 'Ezreal', 'Rakan'
'Mordekaiser', 'Sylas', 'Qiyana', 'Ezreal', 'Thresh', 'Garen', 'Zac', 'Lulu', 'Xayah', 'Rakan'
'Renekton', 'Nidalee', 'Pantheon', "Kai'Sa", 'Bard', 'Vi', 'Kindred', 'Sylas', 'Ezreal', 'Pyke'
'Gangplank', "Rek'Sai", 'Sylas', 'Caitlyn', 'Morgana', 'Irelia', 'Nidalee', 'Qiyana', "Kai'Sa", 'Nautilus'
'Renekton', 'Nidalee', 'Pantheon', "Kai'Sa", 'Janna', 'Irelia', 'Xin Zhao', 'Vladimir', 'Ezreal', 'Bard'
'Renekton', 'Nidalee', 'Irelia', 'Xayah', 'Alistar', 'Karma', "Kha'Zix", 'Camille', 'Tristana', 'Nautilus'
'Diana', 'Gragas', 'Yasuo', "Kai'Sa", 'Morgana', 'Garen', 'Lee Sin', 'Galio', 'Ezreal', 'Karma'
'Karma', 'Graves', 'Sylas', "Kai'Sa", 'Nautilus', 'Jayce', 'Nidalee', 'Twisted Fate', 'Yasuo', 'Volibear'
'Quinn', 'Taliyah', 'Ezreal', 'Jinx', 'Morgana', 'Shen', 'Nidalee', 'Yasuo', "Kai'Sa", 'Gragas'
'Aatrox', 'Kindred', 'Mordekaiser', 'Xayah', 'Thresh', 'Kennen', "Kha'Zix", 'Irelia', "Kai'Sa", 'Pyke'
'Rengar', 'Nidalee', 'Nocturne', 'Draven', 'Thresh', 'Shen', 'Karthus', 'Yasuo', 'Miss Fortune', 'Leona'
'Shen', 'Poppy', 'Garen', 'Varus', 'Janna', 'Kayle', 'Karthus', 'Yasuo', 'Draven', 'Thresh'
'Yasuo', 'Lee Sin', 'LeBlanc', "Kai'Sa", 'Pyke', 'Jarvan IV', 'Twisted Fate', 'Qiyana', 'Garen', 'Yuumi'
'Renekton', 'Nidalee', 'Viktor', 'Xayah', 'Thresh', 'Quinn', 'Gragas', 'Yasuo', "Kai'Sa", 'Blitzcrank'
'Vladimir', 'Poppy', 'Yasuo', "Kai'Sa", 'Nautilus', 'Viktor', 'Lee Sin', 'Lissandra', 'Xayah', 'Thresh'
'Vladimir', 'Lee Sin', 'Yasuo', "Kai'Sa", 'Thresh', 'Rengar', 'Nidalee', 'Viktor', 'Ezreal', 'Rakan'
'Kled', 'Ekko', 'Talon', 'Ezreal', 'Tahm Kench', 'Yasuo', 'Lee Sin', 'Irelia', "Kai'Sa", 'Shen'
'Rengar', 'Lee Sin', 'Yasuo', "Kai'Sa", 'Pyke', 'Yasuo', 'Hecarim', 'Malphite', 'Heimerdinger', 'Shaco'
'Aatrox', 'Lee Sin', 'Taliyah', 'Varus', 'Nautilus', 'Tryndamere', 'Lee Sin', 'Diana', 'Ashe', 'Alistar'
'Cassiopeia', 'Xayah', 'Blitzcrank', 'Urgot', "Vel'Koz", 'LeBlanc', 'Lee Sin', 'Varus', 'Teemo', 'Twisted Fate'
'Lux', 'Riven', 'Heimerdinger', 'Blitzcrank', 'Caitlyn', 'Morgana', 'Ziggs', 'Katarina', 'Shaco', 'Jhin'
'Jayce', 'Ekko', 'Qiyana', "Kai'Sa", 'Bard', 'Renekton', 'Elise', 'Zoe', 'Lucian', 'Pyke'
'Renekton', "Kha'Zix", 'Zoe', 'Lucian', 'Camille', 'Aatrox', 'Xin Zhao', 'Jhin', 'Xayah', 'Nautilus'
'Tryndamere', 'Elise', 'Qiyana', 'Jinx', 'Nautilus', 'Yasuo', 'Lee Sin', 'Kayle', "Kai'Sa", 'Thresh'
'Poppy', 'Amumu', 'Ahri', "Kai'Sa", 'Thresh', 'Akali', 'Kayn', 'Talon', "Kai'Sa", 'Blitzcrank'
'Sion', 'Elise', 'Katarina', 'Yasuo', 'Jayce', 'Camille', 'Karthus', 'Orianna', 'Ezreal', 'Thresh'
'Darius', 'Amumu', 'Yasuo', "Kai'Sa", 'Nautilus', 'Shen', 'Nidalee', 'LeBlanc', 'Vayne', 'Alistar'
'Darius', 'Lee Sin', 'Talon', 'Lucian', 'Blitzcrank', 'Nasus', 'Taliyah', 'Zoe', "Kai'Sa", 'Pyke'
'Kayle', 'Ekko', 'Viktor', 'Ashe', 'Thresh', 'Renekton', 'Lee Sin', 'Yasuo', 'Ezreal', 'Aatrox'
'Camille', 'Ekko', 'Syndra', "Kai'Sa", 'Gragas', 'Malphite', "Rek'Sai", 'Twisted Fate', 'Lucian', 'Karma'
'Vladimir', 'Lee Sin', 'LeBlanc', 'Lucian', 'Bard', 'Kennen', "Rek'Sai", 'Heimerdinger', 'Irelia', 'Thresh'
'Vladimir', 'Ekko', 'Talon', 'Lucian', 'Thresh', 'Kayle', 'Elise', 'Camille', "Kai'Sa", 'Volibear'
'Garen', 'Malphite', 'Xerath', 'Ashe', 'Thresh', 'Lucian', 'Yorick', 'Akali', 'Garen', 'Yuumi'
'Vladimir', 'Ekko', 'Irelia', "Kai'Sa", 'Thresh', 'Akali', 'Elise', 'Renekton', 'Ezreal', 'Pyke'
'Garen', 'Nocturne', 'Vladimir', 'Lucian', 'Nautilus', 'Irelia', "Kha'Zix", 'Akali', 'Xayah', 'Rakan'
'Mordekaiser', 'Lee Sin', 'LeBlanc', 'Irelia', 'Rakan', 'Vladimir', 'Olaf', 'Taliyah', 'Xayah', 'Leona'
'Camille', 'Ekko', 'Poppy', 'Caitlyn', 'Yuumi', 'Jax', 'Shaco', 'Vladimir', 'Ashe', 'Bard'
'Ornn', 'Ekko', 'Zed', 'Lucian', 'Fiddlesticks', 'Vladimir', 'Aatrox', 'Lissandra', 'Xayah', 'Rakan'
'Jayce', 'Lee Sin', 'Twisted Fate', 'Jinx', 'Thresh', 'Vladimir', 'Ekko', 'Nocturne', 'Ezreal', 'Pyke'
'Karma', 'Taliyah', 'Irelia', 'Draven', 'Thresh', 'Garen', 'Ekko', 'Vladimir', 'Caitlyn', 'Leona'
'Kayle', 'Kindred', 'Jayce', "Kai'Sa", 'Pyke', 'Vladimir', 'Gragas', 'Twisted Fate', 'Jinx', 'Thresh'
'Gangplank', 'Karthus', 'Kassadin', "Kai'Sa", 'Jarvan IV', 'Vladimir', 'Ekko', 'Akali', 'Jinx', 'Bard'
'Lucian', "Kha'Zix", 'Vladimir', 'Jinx', 'Thresh', 'Gangplank', 'Dr. Mundo', 'Sylas', "Kai'Sa", 'Nautilus'
'Fiora', 'Lee Sin', 'Kassadin', 'Xayah', 'Taliyah', 'Irelia', "Kha'Zix", 'Galio', 'Sivir', 'Rakan'
'Rumble', 'Xin Zhao', 'Mordekaiser', "Kai'Sa", 'Nautilus', 'Gangplank', 'Lee Sin', 'Taliyah', 'Ezreal', 'Karma'
'Rumble', 'Xin Zhao', 'Irelia', "Kai'Sa", 'Thresh', 'Lucian', 'Nidalee', 'Twisted Fate', 'Xayah', 'Blitzcrank'
'Ryze', 'Lee Sin', 'Aatrox', 'Jinx', 'Thresh', 'Shen', 'Ekko', 'Tristana', "Kai'Sa", 'Nautilus'
'Renekton', 'Elise', 'Ryze', 'Ashe', 'Thresh', 'Akali', 'Ekko', 'Qiyana', 'Lucian', 'Nautilus'
'Fiora', 'Jarvan IV', 'Aurelion Sol', "Kai'Sa", 'Lux', 'Kled', 'Nidalee', 'Twisted Fate', 'Jinx', 'Karma'
'Kled', 'Jarvan IV', 'Zoe', 'Lucian', 'Braum', 'Jax', 'Elise', 'LeBlanc', 'Jinx', 'Thresh'
'Rengar', 'Lee Sin', 'Aurelion Sol', 'Jinx', 'Thresh', 'Gangplank', 'Nidalee', 'Zoe', 'Caitlyn', 'Morgana'
'Nautilus', 'Nasus', 'Lux', 'Nami', 'Ryze', 'Nidalee', 'Zoe', 'Soraka', 'Taliyah', 'Tahm Kench'
'Qiyana', 'Ekko', 'Lulu', 'Sivir', 'Yuumi', 'Karma', 'Lee Sin', 'Yasuo', "Kai'Sa", 'Thresh'
'Rengar', 'Ekko', 'Yasuo', 'Lucian', 'Karma', 'Vladimir', 'Xin Zhao', 'Akali', 'Kalista', 'Thresh'
'Irelia', 'Taliyah', 'Camille', 'Jinx', 'Thresh', 'Renekton', 'Lee Sin', 'Zoe', 'Miss Fortune', 'Shen'
'Ryze', 'Jarvan IV', 'Orianna', 'Ashe', 'Tahm Kench', 'Irelia', 'Nidalee', 'Aurelion Sol', "Kai'Sa", 'Pyke'
'Renekton', 'Nidalee', 'Jayce', 'Caitlyn', 'Thresh', 'Poppy', 'Olaf', 'Karma', "Kai'Sa", 'Pyke'
'Kayle', 'Taliyah', 'Qiyana', "Kai'Sa", 'Thresh', 'Camille', 'Taric', 'Twisted Fate', 'Miss Fortune', 'Nautilus'
'Malphite', 'Lee Sin', 'Fizz', "Kai'Sa", 'Nautilus', 'Akali', 'Kindred', 'Ryze', 'Ezreal', 'Bard'
'Vladimir', "Kha'Zix", 'LeBlanc', 'Lucian', 'Thresh', 'Karma', 'Nidalee', 'Pantheon', "Kai'Sa", 'Alistar'
'Illaoi', 'Olaf', 'Akali', 'Ezreal', 'Tahm Kench', 'Pantheon', 'Nidalee', 'Qiyana', 'Ashe', 'Bard'
'Kennen', 'Karthus', 'Quinn', 'Ezreal', 'Thresh', 'Karma', 'Taliyah', 'Renekton', 'Miss Fortune', 'Nautilus'
'Vladimir', 'Kindred', 'Swain', 'Jinx', 'Lulu', 'Kayle', 'Lee Sin', 'Syndra', 'Renekton', 'Tahm Kench'
'Karma', 'Shyvana', 'Jayce', 'Draven', 'Nautilus', 'Kayle', 'Lee Sin', 'LeBlanc', 'Ezreal', 'Morgana'
'Irelia', 'Lee Sin', 'Gragas', "Kai'Sa", 'Pyke', 'Lucian', 'Taliyah', 'Jayce', 'Ezreal', 'Rakan'
'Lucian', 'Ekko', 'Taliyah', "Kai'Sa", 'Blitzcrank', 'Aatrox', 'Lee Sin', 'Akali', 'Vayne', 'Braum'
'Pantheon', 'Taliyah', 'Qiyana', 'Xayah', 'Leona', 'Kled', 'Karthus', 'Karma', 'Ezreal', 'Rakan'
'Vladimir', 'Lee Sin', 'Qiyana', 'Jinx', 'Blitzcrank', 'Renekton', 'Elise', 'Lucian', "Kai'Sa", 'Lulu'
'Lucian', 'Nidalee', 'Renekton', "Kai'Sa", 'Pyke', 'Jayce', 'Elise', 'Taliyah', 'Quinn', 'Nautilus'
'Jayce', 'Ekko', 'Twisted Fate', 'Lucian', 'Braum', 'Ornn', 'Elise', 'Talon', "Kai'Sa", 'Thresh'
'Rengar', 'Taliyah', 'Diana', 'Ezreal', 'Nautilus', 'Jayce', 'Elise', 'Garen', 'Vayne', 'Galio'
'Kled', 'Ekko', 'Qiyana', 'Kalista', 'Thresh', 'Kennen', 'Lee Sin', 'Lissandra', 'Draven', 'Karma'
'Ryze', 'Jarvan IV', 'Orianna', 'Ashe', 'Tahm Kench', 'Irelia', 'Nidalee', 'Aurelion Sol', "Kai'Sa", 'Pyke'
'Kayle', "Rek'Sai", 'Ekko', 'Xayah', 'Volibear', 'Jayce', 'Kindred', 'Twisted Fate', "Kai'Sa", 'Nautilus'
'Kennen', 'Lee Sin', 'Twisted Fate', 'Ezreal', 'Pyke', 'Tristana', 'Elise', 'Ryze', "Kai'Sa", 'Lux'
'Qiyana', 'Ekko', 'Lissandra', 'Ashe', 'Pyke', 'Pantheon', 'Nidalee', 'Kayle', 'Caitlyn', 'Morgana'
'Camille', 'Taliyah', 'Lissandra', 'Jinx', 'Thresh', 'Pantheon', 'Nidalee', 'Corki', 'Ezreal', 'Bard'
'Kayle', "Kha'Zix", 'Ryze', 'Ashe', 'Thresh', 'Aatrox', 'Karthus', 'Talon', 'Heimerdinger', 'Pyke'
'Irelia', 'Nidalee', 'Qiyana', "Kai'Sa", 'Nautilus', 'Kayle', "Kha'Zix", 'Camille', 'Xayah', 'Rakan'
'Ryze', 'Taliyah', 'Renekton', "Kai'Sa", 'Nautilus', 'Karma', 'Olaf', 'Qiyana', 'Miss Fortune', 'Braum'
'Jayce', 'Karthus', 'Viktor', 'Lucian', 'Leona', 'Quinn', 'Lee Sin', 'Vladimir', "Kai'Sa", 'Swain'
'Renekton', 'Nunu & Willump', 'Pantheon', "Kai'Sa", 'Nautilus', 'Garen', 'Elise', 'Karma', 'Ezreal', 'Bard'
'Camille', 'Karthus', 'Renekton', "Kai'Sa", 'Volibear', 'Nocturne', 'Shyvana', 'Kayle', 'Xayah', 'Nautilus'
'Camille', 'Lee Sin', 'Galio', 'Lucian', 'Bard', 'Twisted Fate', 'Xin Zhao', 'Heimerdinger', "Kai'Sa", 'Zilean'
'Camille', 'Elise', 'Pantheon', 'Heimerdinger', 'Fiddlesticks', 'Jayce', "Kha'Zix", 'Nocturne', 'Vladimir', 'Leona'
'Kayle', 'Xin Zhao', 'LeBlanc', 'Caitlyn', 'Morgana', 'Poppy', 'Lee Sin', 'Syndra', 'Ashe', 'Karma'
'Jax', 'Elise', 'Sylas', "Kai'Sa", 'Nautilus', 'Kennen', 'Olaf', 'Akali', 'Xayah', 'Rakan'
'Quinn', 'Lee Sin', 'Zoe', "Kai'Sa", 'Nautilus', 'Darius', 'Shyvana', 'Akali', 'Lucian', 'Pyke'
'Vladimir', 'Poppy', 'Akali', 'Lucian', 'Bard', 'Gangplank', 'Nidalee', 'Qiyana', "Kai'Sa", 'Blitzcrank'
'Olaf', 'Taliyah', 'Twisted Fate', 'Draven', 'Nautilus', 'Gangplank', 'Lee Sin', 'Akali', 'Jinx', 'Tahm Kench'
'Karma', 'Olaf', 'Galio', "Kai'Sa", 'Volibear', 'Camille', 'Jarvan IV', 'Ryze', 'Lucian', 'Yuumi'
'Ryze', 'Taliyah', 'Qiyana', 'Yasuo', 'Nautilus', 'Swain', 'Gragas', 'Jayce', 'Ezreal', 'Thresh'
'Zyra', 'Viktor', 'Pantheon', 'Lulu', 'Karma', "Cho'Gath", 'Caitlyn', 'Aatrox', 'Soraka', 'Ryze'
'Renekton', 'Elise', 'Ryze', 'Ashe', 'Thresh', 'Akali', 'Ekko', 'Qiyana', 'Lucian', 'Nautilus'
'Vladimir', "Kha'Zix", 'Ryze', 'Ezreal', 'Leona', 'Kled', 'Ekko', 'Kassadin', "Kai'Sa", 'Nautilus'
'Kayle', 'Nidalee', 'Talon', "Kai'Sa", 'Thresh', 'Twisted Fate', 'Lee Sin', 'Quinn', 'Draven', 'Pyke'
'Vladimir', 'Karthus', 'LeBlanc', 'Lucian', 'Thresh', 'Aatrox', "Rek'Sai", 'Zoe', 'Miss Fortune', 'Swain'
'Karma', 'Lee Sin', 'Yasuo', 'Sivir', 'Thresh', 'Twisted Fate', 'Nidalee', 'Irelia', 'Vayne', 'Morgana'
'Jayce', 'Nidalee', 'Galio', 'Miss Fortune', 'Thresh', 'Shen', 'Karthus', "Vel'Koz", 'Irelia', 'Bard'
'Kayle', 'Ekko', 'Jayce', 'Caitlyn', 'Morgana', 'Irelia', 'Lee Sin', 'Twisted Fate', 'Miss Fortune', 'Karma'
'Ryze', 'Ekko', 'Qiyana', 'Lucian', 'Nautilus', 'Gangplank', 'Karthus', 'Nocturne', "Kai'Sa", 'Volibear'
'Kled', 'Taliyah', 'Yasuo', 'Miss Fortune', 'Morgana', 'Lucian', 'Elise', 'Jayce', 'Caitlyn', 'Thresh'
'Irelia', 'Lee Sin', 'Kayle', 'Jinx', 'Lux', 'Jax', 'Nidalee', 'Qiyana', 'Ezreal', 'Soraka'
'Fiora', 'Sylas', 'Qiyana', "Kai'Sa", 'Pyke', 'Camille', 'Taliyah', 'Lucian', 'Ezreal', 'Rakan'
'Nasus', 'Xin Zhao', 'Zoe', 'Draven', 'Soraka', 'Renekton', 'Lee Sin', 'Lux', 'Caitlyn', 'Morgana'
'Quinn', 'Sylas', 'Qiyana', 'Lucian', 'Pyke', 'Kennen', 'Nidalee', 'Jayce', 'Ezreal', 'Leona'
'Jax', 'Ekko', 'Zoe', 'Ashe', 'Thresh', 'Garen', 'Nidalee', 'Twisted Fate', 'Caitlyn', 'Morgana'
'Kayle', 'Taliyah', 'LeBlanc', 'Tristana', 'Thresh', 'Renekton', 'Elise', 'Lucian', "Kai'Sa", 'Gragas'
'Kayle', 'Nidalee', 'Yasuo', 'Ezreal', 'Braum', 'Jayce', "Kha'Zix", 'Zoe', "Kai'Sa", 'Alistar'
'Garen', "Rek'Sai", 'Zoe', 'Ashe', 'Tahm Kench', 'Quinn', 'Ekko', 'Diana', 'Ezreal', 'Karma'
'Jayce', "Rek'Sai", 'Akali', "Kai'Sa", 'Nautilus', 'Poppy', 'Ekko', 'Qiyana', 'Ezreal', 'Bard'
'Kayle', 'Olaf', 'Zoe', 'Lucian', 'Alistar', 'Renekton', 'Lee Sin', 'Vladimir', "Kai'Sa", 'Nautilus'
'Jax', 'Graves', 'Zoe', 'Xayah', 'Thresh', 'Kennen', 'Elise', 'Kayle', 'Ezreal', 'Tahm Kench'
'Irelia', "Rek'Sai", 'Akali', 'Ezreal', 'Bard', 'Kennen', 'Lee Sin', 'Rumble', 'Lucian', 'Pyke'
'Ryze', "Rek'Sai", 'LeBlanc', 'Ashe', 'Morgana', 'Karma', "Kha'Zix", 'Akali', 'Lucian', 'Thresh'
'Akali', 'Elise', 'Jayce', "Kai'Sa", 'Volibear', 'Kayle', "Rek'Sai", 'LeBlanc', 'Xayah', 'Rakan'
'Ryze', "Rek'Sai", 'Zoe', "Kai'Sa", 'Nautilus', 'Kayle', "Kha'Zix", 'Jayce', 'Xayah', 'Galio'
'Twisted Fate', 'Lee Sin', 'Karma', 'Taliyah', 'Leona', 'Ryze', "Kha'Zix", 'Akali', "Kai'Sa", 'Pyke'
'Ziggs', 'Ashe', 'Orianna', 'Yasuo', 'LeBlanc', 'Azir', 'Blitzcrank', 'Ryze', 'Kassadin', 'Master Yi'
'Ashe', "Vel'Koz", 'Lulu', 'Caitlyn', 'Shen', 'Yuumi', 'Ryze', 'Vladimir', 'Pyke', 'Thresh'
'Illaoi', 'Twisted Fate', 'Talon', 'Azir', 'Zed', 'Malphite', 'Nautilus', 'Ashe', 'Karma', 'Zilean'
'Anivia', 'Lulu', 'Poppy', 'Jhin', 'Zed', 'Jayce', 'Nasus', 'Katarina', 'Twisted Fate', 'Viktor'
'Jinx', 'Ezreal', 'Bard', 'Katarina', 'Morgana', 'Pyke', 'Trundle', 'Blitzcrank', 'Karthus', 'Zed'
'Nasus', 'Neeko', 'Pantheon', 'Hecarim', 'Sylas', 'Yorick', 'Morgana', 'Zed', 'Illaoi', 'Lulu'
'Vi', 'Nidalee', 'Thresh', 'Shyvana', 'Kassadin', 'Riven', 'Azir', 'Janna', 'Fiora', 'Heimerdinger'
'Poppy', 'Soraka', 'Azir', 'Kalista', 'Hecarim', 'Heimerdinger', 'Irelia', 'Karma', 'Nautilus', 'Nunu & Willump'
'Vladimir', 'Lee Sin', 'LeBlanc', 'Lucian', 'Bard', 'Kennen', "Rek'Sai", 'Heimerdinger', 'Irelia', 'Thresh'
'Kayle', 'Nidalee', 'Syndra', 'Ezreal', 'Tahm Kench', 'Ryze', 'Graves', 'Heimerdinger', 'Ashe', 'Bard'
'Akali', 'Lee Sin', 'Twisted Fate', 'Ashe', 'Tahm Kench', 'Karma', "Kha'Zix", 'Ezreal', "Kai'Sa", 'Gragas'
'Tristana', 'Gragas', 'Vladimir', 'Lucian', 'Blitzcrank', 'Gangplank', 'Fizz', 'Jayce', 'Kayle', 'Bard'
'Riven', 'Taliyah', 'Ezreal', "Kai'Sa", 'Rakan', 'Camille', 'Ekko', 'Orianna', 'Lucian', 'Pyke'
'Yasuo', 'Gragas', 'Jinx', 'Vayne', 'Karma', 'Kennen', 'Ekko', 'Zilean', 'Ezreal', 'Alistar'
'Shen', 'Karthus', 'Akali', "Kai'Sa", 'Nautilus', 'Ryze', 'Taliyah', 'Pantheon', 'Lucian', 'Lux'
'Garen', 'Nidalee', 'Qiyana', 'Ezreal', 'Bard', 'Quinn', 'Elise', 'Pantheon', 'Draven', 'Thresh'
'Jayce', 'Gragas', 'Tristana', 'Syndra', 'Tahm Kench', 'Kennen', 'Ekko', 'Twisted Fate', 'Xayah', 'Thresh'
'Tryndamere', 'Lee Sin', 'Zilean', 'Xayah', 'Alistar', 'Camille', 'Elise', 'Taliyah', 'Caitlyn', 'Thresh'
'Renekton', 'Taliyah', 'Kayle', "Kai'Sa", 'Morgana', 'Vladimir', 'Lee Sin', 'Twisted Fate', 'Ashe', 'Rakan'
'Twisted Fate', 'Kindred', 'Pantheon', 'Lucian', 'Pyke', 'Nocturne', 'Karthus', 'Jayce', 'Caitlyn', 'Morgana'
'Pantheon', 'Jarvan IV', 'Twisted Fate', 'Jhin', 'Zyra', 'Darius', 'Taliyah', 'Lissandra', 'Ezreal', 'Thresh'
'Ornn', 'Kindred', 'Diana', 'Xayah', 'Rakan', 'Riven', 'Elise', 'Twisted Fate', 'Ezreal', 'Alistar'
