'Galio', 'Janna', 'Vayne', 'Sona', 'Karma', 'Ezreal', 'Tryndamere', 'Skarner', 'Nidalee', 'Ziggs'
'Morgana', 'Xayah', 'Nautilus', 'Amumu', 'Syndra', 'Jinx', 'Azir', 'Darius', 'Nidalee', 'Alistar'
'Ryze', 'Sylas', 'Yasuo', 'Evelynn', 'Xerath', "Vel'Koz", 'Lucian', 'Lux', 'Fizz', 'Caitlyn'
'Camille', 'Olaf', 'Swain', 'Ryze', 'Volibear', 'Viktor', 'Kayn', 'Akali', 'Lucian', 'Braum'
'Galio', 'Ekko', 'Irelia', 'Ezreal', 'Morgana', 'Akali', 'Gragas', 'Corki', 'Xayah', 'Rakan'
'Brand', 'Lucian', 'Bard', 'Jinx', 'Sona', 'Taliyah', 'Blitzcrank', 'Sivir', 'Ahri', 'Pantheon'
'Yasuo', 'Ziggs', 'Twisted Fate', 'Thresh', 'Nidalee', 'Pyke', 'Xerath', 'Sylas', 'Yorick', 'Rumble'
'Fiora', 'Taliyah', 'Lucian', 'Jinx', 'Thresh', 'Renekton', 'Nidalee', 'Galio', 'Ezreal', 'Blitzcrank'
'Master Yi', 'Xayah', 'Kassadin', 'Gragas', "Kai'Sa", 'Akali', 'Karthus', 'Pyke', 'Garen', 'Kindred'
'Yasuo', 'Gangplank', "Kha'Zix", 'Irelia', 'Caitlyn', 'Kalista', 'Camille', 'Morgana', 'Xerath', 'Nidalee'
'Fiddlesticks', 'Kindred', 'Vayne', "Vel'Koz", 'Tryndamere', 'Riven', 'Bard', 'Malphite', 'Lux', 'Ezreal'
'Heimerdinger', 'Lulu', 'Ezreal', 'Udyr', 'Annie', 'Dr. Mundo'
'Miss Fortune', 'Soraka', 'Illaoi', 'Katarina', 'Lux', 'Zoe', 'Kindred', 'Darius', 'Aatrox', 'Pantheon'
'Garen', 'Shaco', 'Twisted Fate', 'Varus', 'Alistar', 'Renekton', 'Qiyana', 'Rumble', 'Jinx', 'Zilean'
'Morgana', 'Poppy', 'Nautilus', 'Jinx', 'Master Yi', 'Evelynn', "Kha'Zix", 'Lee Sin', 'Quinn', 'Syndra'
'Pyke', 'Xin Zhao', 'Fiora', 'Miss Fortune', 'Jarvan IV', 'Kled', 'Ekko', 'Zed', 'Caitlyn', 'Janna'
'Renekton', 'Xin Zhao', 'Sion', 'Ashe', 'Fiddlesticks', 'Mordekaiser', 'Graves', 'Yasuo', "Kai'Sa", 'Swain'
'Draven', "Kai'Sa", 'Tristana', 'Braum', 'Orianna', 'Xayah', 'Qiyana', 'Darius', 'Swain', 'Thresh'
'Renekton', 'Sylas', 'Heimerdinger', 'Miss Fortune', 'Karma', 'Mordekaiser', 'Shaco', 'Yasuo', "Kai'Sa", 'Lulu'
'Nasus', 'Taliyah', 'Ahri', 'Ashe', 'Braum', 'Pantheon', 'Master Yi', 'LeBlanc', 'Ezreal', 'Thresh'
'Darius', 'Gragas', 'Nidalee', 'Vayne', 'Pantheon', 'Garen', 'Xin Zhao', 'Ryze', 'Ashe', 'Lux'
'Lucian', 'Graves', 'LeBlanc', 'Jinx', 'Blitzcrank', 'Renekton', 'Elise', 'Azir', "Kai'Sa", 'Alistar'
'Zoe', 'Nidalee', 'Rengar', 'Draven', 'Alistar', 'Quinn', "Rek'Sai", 'LeBlanc', 'Ashe', 'Bard'
'Garen', 'Nidalee', 'Ahri', 'Lucian', 'Nautilus', 'Jayce', 'Ekko', 'Azir', "Kai'Sa", 'Morgana'
'Vladimir', 'Xin Zhao', 'Shyvana', 'Ezreal', 'Sona', 'Camille', 'Ekko', 'Azir', 'Ashe', 'Lulu'
'Ryze', 'Gangplank', 'Qiyana', 'Teemo', "Kai'Sa", 'Poppy', 'Lux', 'Amumu', 'Varus', 'Lulu'
'Riven', 'Karthus', 'Azir', 'Tristana', 'Rakan', 'Camille', 'Xin Zhao', 'Twisted Fate', 'Xayah', 'Zilean'
'Heimerdinger', 'Xin Zhao', "Vel'Koz", 'Kassadin', 'Fiora', 'Ezreal', 'Yasuo', 'Lux', 'Elise', 'Viktor'
'Garen', 'Jax', 'Lucian', 'Miss Fortune', 'Braum', 'Kayle', 'Lee Sin', 'Azir', "Kai'Sa", 'Nautilus'
'Nasus', 'Zoe', 'Zyra', 'Tryndamere', 'Xerath', 'Corki', 'Varus', 'Brand', 'Yorick', 'Swain'
'Kayle', "Kha'Zix", 'Zoe', 'Tristana', 'Leona', 'Jax', 'Jarvan IV', 'LeBlanc', 'Kalista', 'Gragas'
'Vladimir', 'Lee Sin', 'Cassiopeia', "Kai'Sa", 'Thresh', 'Jax', 'Kindred', 'Galio', 'Xayah', 'Rakan'
'Karma', 'Kindred', 'Akali', 'Ashe', "Vel'Koz", 'Illaoi', 'Lee Sin', 'Zilean', 'Xayah', 'Rakan'
'Rengar', 'Elise', 'Twisted Fate', 'Xayah', 'Thresh', 'Kayle', 'Olaf', 'Morgana', "Kai'Sa", 'Pyke'
'Volibear', 'Evelynn', 'Qiyana', 'Xayah', 'Rakan', 'Quinn', 'Elise', 'Ryze', 'Lucian', 'Blitzcrank'
'Akali', 'Lee Sin', 'Irelia', 'Miss Fortune', 'Leona', 'Garen', 'Shyvana', 'Talon', "Kai'Sa", 'Karma'
'Irelia', 'Olaf', 'LeBlanc', 'Ezreal', 'Tahm Kench', 'Garen', 'Elise', 'Pantheon', 'Xayah', 'Rakan'
'Pantheon', 'Nidalee', 'Akali', 'Xayah', 'Rakan', 'Renekton', 'Kindred', 'Fizz', 'Ashe', 'Zilean'
'Ziggs', 'Evelynn', 'Kayle', 'Lucian', 'Leona', 'Pantheon', 'Ezreal', 'Nunu & Willump', 'Singed', 'Bard'
'Kennen', 'Xin Zhao', 'Garen', "Kai'Sa", 'Alistar', 'Kled', 'Nidalee', 'Qiyana', 'Ezreal', 'Thresh'
'Renekton', 'Lee Sin', 'Mordekaiser', "Kai'Sa", 'Morgana', 'Hecarim', 'Skarner', 'Zoe', 'Ezreal', 'Tahm Kench'
'Pantheon', 'Ekko', 'Kennen', 'Xayah', 'Thresh', 'Olaf', 'Graves', 'Ahri', 'Lucian', 'Nautilus'
'Fiora', 'Taliyah', 'Zoe', 'Lucian', 'Nautilus', 'Kayle', 'Kindred', 'Lissandra', 'Xayah', 'Pyke'
'Fiora', 'Ekko', 'Orianna', 'Xayah', 'Nautilus', 'Camille', 'Lee Sin', "Cho'Gath", 'Heimerdinger', 'Thresh'
'Kayle', 'Kindred', 'Twisted Fate', "Kai'Sa", 'Nautilus', 'Kled', 'Lee Sin', 'Akali', 'Lucian', 'Alistar'
'Renekton', 'Graves', 'Annie', 'Xayah', 'Pyke', 'Gnar', 'Nidalee', 'Zed', 'Jinx', 'Thresh'
'Kayle', 'Ekko', 'Renekton', "Kai'Sa", 'Nautilus', 'Garen', 'Taliyah', 'Yasuo', 'Ezreal', 'Blitzcrank'
'Ryze', 'Lee Sin', 'Qiyana', 'Ashe', 'Morgana', 'Sylas', 'Kindred', 'Taliyah', "Kai'Sa", 'Tahm Kench'
'Riven', "Kha'Zix", 'LeBlanc', 'Caitlyn', 'Lux', 'Jayce', 'Kindred', 'Galio', 'Ashe', 'Nautilus'
'Garen', 'Evelynn', 'Malzahar', 'Tristana', 'Yuumi', 'Garen', 'Lee Sin', 'Shaco', 'Kalista', 'Yuumi'
'Illaoi', 'Nidalee', 'Pantheon', 'Heimerdinger', 'Karma', 'Jax', 'Lee Sin', 'Taliyah', 'Varus', 'Ashe'
'Teemo', 'Jarvan IV', 'Ryze', 'Ezreal', 'Blitzcrank', 'Camille', 'Lee Sin', 'Pantheon', 'Tristana', 'Xerath'
'Aatrox', 'Lee Sin', 'Yasuo', 'Taliyah', 'Pyke', 'Irelia', 'Elise', 'Renekton', 'Xayah', 'Blitzcrank'
'Kayle', 'Kindred', 'Twisted Fate', "Kai'Sa", 'Nautilus', 'Kled', 'Lee Sin', 'Akali', 'Lucian', 'Alistar'
'Vladimir', 'Ekko', 'Jayce', "Kai'Sa", 'Blitzcrank', 'Yorick', 'Jarvan IV', 'Galio', "Kai'Sa", 'Alistar'
'Irelia', 'Olaf', 'LeBlanc', 'Ezreal', 'Tahm Kench', 'Garen', 'Elise', 'Pantheon', 'Xayah', 'Rakan'
'Galio', 'Taliyah', 'Camille', 'Ezreal', 'Janna', 'Jax', "Rek'Sai", 'Cassiopeia', 'Xayah', 'Nautilus'
'Aatrox', 'Lee Sin', 'Yasuo', 'Kayle', 'Yuumi', 'Fiora', 'Xin Zhao', 'Talon', 'Jinx', 'Rakan'
'Ornn', 'Elise', 'Ahri', "Kai'Sa", 'Alistar', 'Draven', 'Lee Sin', 'Ryze', 'Ezreal', 'Nautilus'
'Ornn', 'Graves', 'Kassadin', 'Vayne', 'Thresh', 'Garen', 'Kled', 'Ryze', 'Lee Sin', 'Thresh'
'Ornn', 'Shyvana', 'Irelia', "Kai'Sa", 'Galio', 'Garen', 'Nunu & Willump', 'Varus', 'Lucian', 'Yuumi'
'Fiora', 'Nunu & Willump', 'Ahri', "Kai'Sa", 'Blitzcrank', 'Vladimir', 'Lee Sin', 'Zed', 'Ezreal', 'Zilean'
'Irelia', 'Fiddlesticks', 'Akali', 'Jinx', 'Leona', 'Renekton', 'Ekko', 'Kayle', 'Ezreal', 'Lulu'
'Karma', 'Twitch', 'Aurelion Sol', 'Swain', 'Soraka', 'Garen', 'Lee Sin', 'Ahri', 'Ashe', 'Cassiopeia'
'Rengar', 'Elise', 'Ahri', 'Jinx', 'Thresh', 'Akali', 'Nidalee', 'Renekton', "Kai'Sa", 'Lulu'
'Mordekaiser', 'Hecarim', 'Katarina', 'Ashe', 'Blitzcrank', 'Riven', 'Evelynn', 'Ashe', 'Lucian', 'Thresh'
'Mordekaiser', "Rek'Sai", 'Yasuo', "Kai'Sa", 'Thresh', 'Akali', 'Skarner', 'Pantheon', 'Xayah', 'Rakan'
'Veigar', 'Nami', 'Twitch', 'Katarina', 'Garen', 'Jinx', 'Zoe', 'Hecarim', 'Malphite', 'Vladimir'
'Thresh', 'Kalista', 'Galio', 'Maokai', 'Ziggs', 'Shyvana', "Kog'Maw", 'Varus', 'Poppy', 'Zilean'
'Ornn', 'Graves', 'Ahri', 'Ezreal', 'Taric', 'Mordekaiser', 'Amumu', 'Anivia', 'Jhin', 'Blitzcrank'
'Yasuo', 'Gragas', 'Swain', 'Ezreal', 'Alistar', 'Irelia', 'Skarner', 'Anivia', 'Caitlyn', 'Nautilus'
'Renekton', 'Karthus', 'Viktor', 'Vayne', 'Karma', 'Jax', 'Skarner', 'Anivia', 'Jinx', 'Nautilus'
'Kayle', 'Karthus', 'Ezreal', 'Xayah', 'Rakan', 'Riven', 'Skarner', 'Anivia', 'Jinx', 'Nautilus'
'Twitch', 'Swain', 'Sona', 'Akali', 'Karthus', 'Master Yi', "Kog'Maw", 'Jax', 'Orianna', 'Kennen'
'Irelia', 'Thresh', 'Miss Fortune', 'Veigar', 'Shyvana', 'Malzahar', 'Lee Sin', 'Janna', 'Zed', 'Varus'
'Lux', 'Brand', 'Varus', 'Anivia', 'Twisted Fate', 'Yasuo', 'Malphite', 'Nasus', 'Amumu', 'Kayle'
'Yorick', 'Jayce', 'Jhin', 'Illaoi', 'Blitzcrank', 'Braum', 'Nocturne', 'Kayle', 'Nidalee', "Kog'Maw"
'Poppy', 'Evelynn', 'Irelia', 'Xayah', 'Pyke', 'Akali', 'Skarner', 'Anivia', "Kai'Sa", 'Thresh'
'Pyke', 'Karthus', 'Aatrox', "Kai'Sa", 'Thresh', 'Riven', 'Skarner', 'Anivia', 'Lucian', 'Blitzcrank'
'Akali', 'Karthus', 'Qiyana', "Kai'Sa", 'Thresh', 'Aatrox', 'Skarner', 'Anivia', 'Jinx', 'Blitzcrank'
'Illaoi', 'Nunu & Willump', 'Katarina', 'Ezreal', 'Nami', 'Riven', 'Skarner', 'Anivia', "Kai'Sa", 'Thresh'
'Azir', 'Rakan', 'Zed', 'Karthus', 'Tristana', 'Ivern', 'Nasus', 'Xayah', 'Gragas', 'Sona'
'Jax', 'Nidalee', 'Talon', 'Ezreal', 'Thresh', 'Fiora', 'Nunu & Willump', 'Garen', 'Jhin', 'Alistar'
'Vayne', 'Ivern', 'Garen', "Kai'Sa", 'Leona', 'Kayle', 'Lee Sin', 'Lulu', 'Ashe', 'Blitzcrank'
'Garen', 'Elise', 'Kled', 'Jinx', 'Fiddlesticks', 'Jax', "Kha'Zix", 'Zoe', 'Caitlyn', 'Morgana'
'Jayce', 'Ivern', 'Qiyana', "Kai'Sa", 'Blitzcrank', 'Pantheon', 'Lee Sin', 'Zoe', 'Lucian', 'Zyra'
'Ryze', 'Jhin', 'Zed', "Kog'Maw", 'Lux', 'Zac', 'Elise', 'Blitzcrank', 'Yasuo', 'Ezreal'
'Rengar', 'Nidalee', 'Yasuo', 'Vayne', 'Zyra', 'Ornn', 'Wukong', 'Katarina', 'Ezreal', 'Blitzcrank'
'Shen', 'Udyr', 'Ekko', 'Ezreal', 'Pyke', 'Darius', 'Twitch', 'Talon', 'Lucian', 'Braum'
'Shaco', 'Lee Sin', 'Aurelion Sol', "Kai'Sa", 'Thresh', 'Akali', 'Hecarim', 'Talon', 'Caitlyn', 'Thresh'
'Katarina', 'Karthus', 'Akali', 'Jinx', 'Blitzcrank', 'Tryndamere', 'Zac', 'Yasuo', 'Jinx', 'Thresh'
'Teemo', 'Rumble', 'Twitch', 'Swain', 'Mordekaiser', 'Nocturne', 'Ashe', 'Heimerdinger', 'Sylas', 'Lee Sin'
'Kalista', 'Janna', 'Ezreal', 'Sion', 'Master Yi', 'Sivir', 'Diana', 'Zoe', 'Sona', 'Qiyana'
'Katarina', 'Zilean', 'Lucian', 'Kindred', 'Warwick', 'Alistar', 'Aurelion Sol', 'Lux', 'LeBlanc', 'Ezreal'
'Camille', 'Lee Sin', 'Orianna', "Kai'Sa", 'Alistar', 'Kayle', 'Ekko', "Vel'Koz", 'Lucian', 'Morgana'
'Lucian', 'Blitzcrank', 'Sivir', 'Shen', 'Zoe', 'Yasuo', 'Braum', 'Leona', 'Xerath', 'Kindred'
'Malphite', 'Vladimir', 'Lux', 'Teemo', 'Jarvan IV', 'Shaco', 'Miss Fortune', 'Master Yi', 'Karthus', 'Zilean'
'Caitlyn', 'Volibear', 'Lee Sin', 'Singed', 'Darius', 'Zac', 'Swain', 'Brand', 'Kassadin', 'Ziggs'
'Garen', 'Malphite', 'Pyke', 'Lucian', 'Nautilus', 'Vayne', 'Sejuani', 'Syndra', 'Ashe', 'Janna'
'Garen', 'Malphite', 'Pyke', 'Pantheon', 'Yuumi', 'Vladimir', 'Gragas', 'Yasuo', 'Veigar', 'Alistar'
'Aatrox', 'Malphite', 'Garen', 'Kalista', 'Blitzcrank', 'Renekton', 'Quinn', 'LeBlanc', 'Lucian', 'Lux'
'Aatrox', 'Gragas', 'LeBlanc', 'Ashe', 'Thresh', 'Pantheon', 'Malphite', 'Yasuo', 'Ashe', 'Blitzcrank'
'Hecarim', 'Malphite', 'Caitlyn', 'Ezreal', 'Pyke', 'Riven', 'Jarvan IV', 'Akali', 'Lucian', 'Leona'
'Malphite', 'Shaco', 'Sylas', 'Vayne', 'Janna', 'Camille', 'Jarvan IV', 'LeBlanc', 'Yasuo', 'Malphite'
'Kled', 'Shaco', 'Talon', 'Yasuo', 'Pyke', 'Fiora', 'Malphite', 'Vladimir', 'Vayne', 'Thresh'
'Riven', 'Hecarim', 'Blitzcrank', 'Ashe', 'Lulu', 'Garen', 'Malphite', 'Irelia', 'Heimerdinger', 'Blitzcrank'
'Rumble', 'Lee Sin', 'Twisted Fate', 'Vayne', 'Lulu', 'Teemo', 'Master Yi', 'Sona', 'Ashe', 'Yuumi'
'Malzahar', 'Taliyah', 'Qiyana', "Kai'Sa", 'Nautilus', 'Ornn', 'Ekko', 'Garen', 'Ashe', 'Soraka'
'Illaoi', 'Xin Zhao', 'Twisted Fate', 'Ashe', 'Pyke', 'Akali', 'Lee Sin', 'Ryze', 'Lucian', 'Annie'
'Garen', 'Lee Sin', 'Twisted Fate', 'Ashe', 'Leona', 'Vayne', 'Poppy', 'Akali', "Kai'Sa", 'Fiddlesticks'
'Kayle', 'Shaco', 'Ryze', 'Draven', 'Thresh', 'Pantheon', 'Lee Sin', 'Darius', "Kai'Sa", 'Morgana'
'Rengar', 'Jarvan IV', 'Fizz', 'Ezreal', 'Morgana', 'Mordekaiser', 'Kindred', 'Ekko', "Kai'Sa", 'Lux'
'Darius', 'Karthus', 'Zed', 'Caitlyn', 'Morgana', 'Vladimir', 'Ekko', 'Irelia', 'Ashe', 'Soraka'
'Garen', 'Elise', 'Qiyana', 'Ezreal', 'Neeko', 'Yorick', 'Nidalee', 'Twisted Fate', 'Caitlyn', 'Morgana'
'Kayle', 'Karthus', 'Aatrox', 'Twitch', 'Leona', 'Camille', 'Shyvana', 'Galio', 'Ezreal', "Vel'Koz"
'Aatrox', 'Elise', 'Syndra', 'Ashe', 'Braum', 'Kayle', 'Olaf', 'Zoe', "Kai'Sa", 'Nautilus'
'Kled', 'Kindred', 'Sylas', "Kai'Sa", 'Taric', 'Fiora', 'Xin Zhao', 'Zoe', 'Caitlyn', 'Janna'
'Jayce', 'Kayn', 'Zoe', "Kai'Sa", 'Nautilus', 'Darius', 'Gragas', 'Irelia', 'Ezreal', 'Leona'
'Azir', 'Teemo', 'Zyra', 'Pantheon', 'Lucian', 'Sion', 'Ahri', 'Pyke', 'LeBlanc', 'Shaco'
'Ashe', 'Varus', 'Ahri', 'Zac', 'Zoe', 'Twitch', 'Teemo', 'Yuumi', 'Gnar', 'Pantheon'
'Quinn', 'Miss Fortune', 'Veigar', 'Blitzcrank', 'Galio', 'Ornn', 'LeBlanc', 'Caitlyn', 'Master Yi', 'Nunu & Willump'
'Swain', 'Kled', 'Ahri', 'Jinx', 'Thresh', 'Rengar', 'Malphite', 'Lux', 'Jinx', 'Alistar'
'Shen', 'Graves', 'Orianna', "Kai'Sa", 'Karma', 'Rengar', 'Ivern', 'Zed', 'Xayah', 'Morgana'
'Sivir', 'Veigar', 'Taric', 'Twisted Fate', 'Kayle', 'Volibear', 'Zac', 'Orianna', 'Miss Fortune', "Vel'Koz"
'Irelia', "Rek'Sai", 'Twisted Fate', 'Ashe', 'Thresh', 'Orianna', 'Olaf', 'Ryze', 'Jinx', 'Morgana'
'Garen', 'Shyvana', 'Kassadin', 'Miss Fortune', 'Sona', 'Vladimir', 'Bard', 'Anivia', 'Vayne', 'Yuumi'
'Ekko', 'Jarvan IV', 'Viktor', 'Jinx', 'Volibear', 'Kayle', 'Lee Sin', 'Ryze', 'Ezreal', 'Fiddlesticks'
'Vladimir', 'Jarvan IV', 'Viktor', 'Draven', 'Leona', 'Master Yi', 'Dr. Mundo', 'Katarina', 'Jinx', 'Soraka'
'Rumble', 'Hecarim', 'Camille', "Kai'Sa", 'Pyke', "Cho'Gath", 'Olaf', 'Anivia', 'Draven', 'Taric'
'Ornn', 'Master Yi', 'Taric', 'Karthus', 'Karma', "Cho'Gath", 'Olaf', 'Anivia', 'Vayne', 'Blitzcrank'
'Irelia', 'Dr. Mundo', 'Ahri', 'Jinx', 'Volibear', "Cho'Gath", 'Olaf', 'Anivia', "Kai'Sa", 'Braum'
"Cho'Gath", 'Lee Sin', 'Anivia', 'Xayah', 'Rakan', 'Urgot', 'Elise', 'Pantheon', 'Ezreal', 'Bard'
'Poppy', 'Graves', 'Orianna', 'Xayah', 'Leona', 'Jayce', 'Lee Sin', 'Zoe', "Kai'Sa", 'Blitzcrank'
'Renekton', 'Lee Sin', 'Zoe', 'Ezreal', 'Nami', 'Quinn', 'Ekko', 'Qiyana', "Kai'Sa", 'Lulu'
'Jarvan IV', 'Graves', 'Karthus', 'Jinx', 'Thresh', 'Jax', 'Ekko', 'Talon', 'Caitlyn', 'Bard'
'Gangplank', 'Evelynn', 'Zoe', 'Vayne', 'Thresh', 'Kled', 'Ivern', 'Talon', "Kai'Sa", 'Leona'
'Lucian', 'Dr. Mundo', 'Sylas', 'Ashe', 'Lulu', 'Tristana', 'Graves', 'Kayle', "Kai'Sa", 'Karma'
'Quinn', 'Evelynn', 'Azir', 'Miss Fortune', 'Nami', 'Garen', 'Qiyana', 'Karthus', 'Syndra', 'Soraka'
'Rengar', 'Evelynn', 'Qiyana', 'Lucian', 'Sona', 'Darius', 'Taliyah', 'Yasuo', 'Ezreal', 'Yuumi'
'Pantheon', 'Ekko', 'Xayah', 'Vayne', 'Shen', 'Rengar', 'Evelynn', 'Ornn', 'Ezreal', 'Karma'
'Darius', 'Kindred', 'Zoe', 'Vayne', 'Zilean', 'Olaf', 'Evelynn', 'Talon', 'Lucian', 'Yuumi'
'Irelia', 'Evelynn', 'Sylas', 'Xayah', 'Rakan', 'Ryze', 'Jarvan IV', 'Cassiopeia', 'Lucian', 'Blitzcrank'
'Jax', 'Xin Zhao', 'Pyke', 'Xayah', 'Bard', 'Pantheon', 'Graves', 'LeBlanc', "Kai'Sa", 'Nautilus'
'Jax', 'Evelynn', 'Zoe', 'Lucian', 'Thresh', 'Volibear', 'Graves', 'LeBlanc', "Kai'Sa", 'Blitzcrank'
'Jax', 'Elise', 'Zoe', 'Lucian', 'Janna', 'Pantheon', 'Evelynn', 'Veigar', 'Ezreal', 'Karma'
'Jax', 'Evelynn', 'Katarina', 'Ashe', 'Blitzcrank', 'Gangplank', 'Sylas', 'Talon', "Kai'Sa", 'Fiddlesticks'
'Poppy', 'Gragas', 'Talon', 'Ezreal', 'Nautilus', 'Camille', 'Lee Sin', 'Akali', 'Lucian', 'Blitzcrank'
'Shen', 'Lee Sin', 'Akali', "Kai'Sa", 'Pyke', 'Yasuo', 'Shyvana', 'Zed', 'Ashe', 'Janna'
'Rumble', 'Dr. Mundo', 'Zed', 'Ezreal', 'Pyke', 'Akali', 'Rengar', 'Yasuo', 'Ezreal', 'Yuumi'
'Ryze', 'Volibear', 'Garen', 'Ezreal', 'Pyke', 'Ezreal', 'Pantheon', 'Lulu', 'Ashe', 'Shaco'
'Kayle', 'Gragas', 'Yasuo', 'Tristana', 'Shen', 'Gangplank', 'Elise', 'Qiyana', 'Ezreal', 'Morgana'
'Shen', 'Kayn', 'Lux', 'Jhin', 'Nami', 'Irelia', 'Hecarim', 'LeBlanc', 'Yasuo', 'Yuumi'
'Ryze', 'Shyvana', 'Fiora', 'Karma', 'Blitzcrank', 'Yasuo', 'Nidalee', 'Ryze', 'Draven', 'Yuumi'
'Singed', 'Shyvana', 'Ekko', 'Ashe', 'Swain', 'Vayne', 'Kindred', 'Zoe', "Kai'Sa", 'Yuumi'
'Yorick', 'Lee Sin', 'Yasuo', "Kai'Sa", 'Yuumi', 'Shen', 'Nunu & Willump', 'Mordekaiser', 'Jinx', 'Pyke'
'Fiora', 'Qiyana', 'Anivia', "Kai'Sa", 'Thresh', 'Yasuo', 'Sylas', 'Lee Sin', "Kai'Sa", 'Nami'
'Darius', 'Xin Zhao', 'Yasuo', "Kai'Sa", 'Blitzcrank', 'Jax', 'Zac', 'Ahri', 'Sivir', 'Nami'
'Kayle', 'Nocturne', 'Blitzcrank', 'Maokai', 'Ahri', 'Elise', 'Urgot', 'Sona', 'Gangplank', 'Ziggs'
"Vel'Koz", 'Kalista', "Kai'Sa", 'Ashe', 'Morgana', 'Pantheon', 'Leona', 'Garen', "Cho'Gath", 'Vayne'
'Lee Sin', 'Lucian', 'Lux', 'Xerath', 'Lissandra', 'Singed', 'Nami', 'Zoe', "Kha'Zix", 'Veigar'
'Aatrox', 'Lee Sin', 'Galio', "Kai'Sa", 'Yuumi', 'Quinn', 'Karthus', 'Renekton', 'Vayne', 'Braum'
'Pantheon', 'Taliyah', 'Orianna', 'Yasuo', 'Blitzcrank', 'Garen', 'Xin Zhao', 'Annie', 'Ezreal', 'Nautilus'
'Yuumi', 'Riven', 'Teemo', 'Nidalee', 'Heimerdinger', 'Gragas', 'Caitlyn', 'Mordekaiser', 'Jayce', 'Jinx'
'Karma', 'Twitch', 'Jarvan IV', 'Kayn', 'Nidalee', 'Galio', 'Neeko', 'Pyke', 'Riven', 'Malphite'
'Vladimir', 'Nidalee', 'Kled', 'Ezreal', 'Fiddlesticks', 'Zoe', 'Ekko', 'Gnar', "Kai'Sa", 'Nautilus'
'Yasuo', 'Lee Sin', 'Galio', 'Ashe', 'Alistar', 'Mordekaiser', 'Nocturne', 'Yasuo', 'Neeko', 'Brand'
'Garen', 'Kayn', 'Zed', 'Ashe', 'Blitzcrank', 'Rengar', 'Dr. Mundo', 'Ahri', "Kai'Sa", 'Alistar'
'Olaf', 'Shyvana', 'Yasuo', 'Lucian', 'Swain', 'Tryndamere', 'Taliyah', 'Pantheon', 'Ashe', 'Leona'
'Kennen', 'Ekko', 'Sylas', "Kai'Sa", 'Thresh', 'Ornn', 'Shaco', 'Qiyana', 'Kalista', 'Blitzcrank'
'Vayne', 'Shaco', 'Vladimir', 'Ezreal', 'Braum', 'Jax', 'Elise', 'Fizz', "Kai'Sa", 'Blitzcrank'
'Aatrox', 'Evelynn', 'Malzahar', "Kai'Sa", 'Blitzcrank', 'Jax', 'Shaco', 'Vladimir', 'Zilean', 'Nautilus'
'Ryze', 'Hecarim', 'Morgana', 'Xayah', 'Swain', 'Riven', 'Shaco', 'Vladimir', "Kai'Sa", 'Zyra'
'Viktor', 'Shaco', 'Zed', "Kai'Sa", 'Blitzcrank', 'Kennen', 'Nidalee', 'Vladimir', 'Xayah', 'Nautilus'
'Irelia', 'Taliyah', 'Kassadin', 'Lucian', 'Rakan', 'Vladimir', 'Shaco', 'Renekton', 'Jinx', 'Nautilus'
'Kled', 'Shaco', 'Vladimir', 'Swain', 'Morgana', 'Cassiopeia', 'Lee Sin', 'Teemo', 'Lucian', 'Nami'
'Olaf', 'Elise', 'Twisted Fate', 'Lucian', 'Braum', 'Garen', 'Shaco', 'Vladimir', "Kai'Sa", 'Thresh'
'Soraka', 'Lee Sin', 'Renekton', 'Jinx', 'Leona', 'Teemo', 'Shaco', 'Vladimir', 'Ezreal', 'Janna'
'Riven', 'Shaco', 'Vladimir', 'Lucian', 'Alistar', 'Teemo', 'Dr. Mundo', 'Qiyana', "Kai'Sa", 'Leona'
'Fiora', 'Elise', 'Vladimir', 'Ezreal', 'Lux', 'Akali', 'Sylas', 'Qiyana', 'Lucian', 'Pyke'
'Gangplank', "Kha'Zix", 'Rumble', 'Ezreal', 'Karma', 'Vladimir', 'Nunu & Willump', 'Zoe', 'Xayah', 'Thresh'
'Sylas', 'Xin Zhao', 'Ryze', "Kai'Sa", 'Bard', 'Vladimir', "Rek'Sai", 'Qiyana', 'Yasuo', 'Blitzcrank'
'Fiora', 'Shyvana', 'Sylas', 'Jinx', 'Thresh', 'Olaf', 'Ekko', 'Vladimir', 'Lucian', 'Blitzcrank'
'Kayle', "Rek'Sai", 'Vladimir', "Kai'Sa", 'Pyke', 'Dr. Mundo', "Kha'Zix", 'Twisted Fate', 'Garen', 'Yuumi'
'Jax', 'Taliyah', 'Pyke', 'Xayah', 'Rakan', 'Azir', 'Karthus', 'Nocturne', 'Ezreal', 'Thresh'
'Jax', 'Ekko', 'Katarina', "Kai'Sa", 'Janna', 'Renekton', 'Karthus', 'Jayce', 'Ezreal', 'Thresh'
'Garen', 'Jarvan IV', 'Akali', 'Caitlyn', 'Morgana', 'Camille', 'Lee Sin', 'Taliyah', 'Lucian', 'Shen'
'Gnar', 'Shaco', 'Lux', 'Caitlyn', 'Morgana', 'Kled', 'Nidalee', 'Ryze', 'Lucian', 'Fiddlesticks'
'Akali', 'Lee Sin', 'Pantheon', "Kai'Sa", 'Zyra', 'Camille', 'Warwick', 'Katarina', 'Ezreal', 'Alistar'
