hero_win1, hero_win2, hero_win3, hero_win4, hero_win5, hero_lose1, hero_lose2, hero_lose3, hero_lose4, hero_lose5
'Kayle', 'Ekko', 'Yasuo', 'Miss Fortune', 'Bard', 'Jayce', 'Lee Sin', 'Karma', 'Lucian', 'Gragas'
'Mordekaiser', 'Lee Sin', 'Zoe', 'Kalista', 'Nautilus', 'Pantheon', 'Elise', 'Irelia', 'Lucian', 'Rakan'
'Karma', 'Elise', 'Irelia', 'Lucian', 'Yuumi', 'Akali', 'Lee Sin', 'Galio', 'Ezreal', 'Rakan'
'Gangplank', 'Karthus', 'Irelia', 'Lucian', 'Pyke', 'Pantheon', 'Lee Sin', 'Galio', 'Xayah', 'Rakan'
'Camille', 'Sylas', 'Galio', 'Kalista', 'Nautilus', 'Akali', 'Ekko', 'Lucian', 'Ezreal', 'Rakan'
'Gangplank', 'Nidalee', 'Twisted Fate', 'Ezreal', 'Tahm Kench', 'Pantheon', 'Ekko', 'Zed', 'Xayah', 'Rakan'
'Lucian', 'Gragas', 'Camille', 'Ezreal', 'Galio', 'Irelia', "Rek'Sai", 'LeBlanc', 'Xayah', 'Karma'
'Jayce', 'Karthus', 'Akali', 'Syndra', 'Tahm Kench', 'Sion', 'Gragas', 'Yasuo', 'Jinx', 'Thresh'
'Aatrox', 'Olaf', "Vel'Koz", 'Vayne', 'Yuumi', 'Malphite', 'Lee Sin', 'LeBlanc', "Kai'Sa", 'Gragas'
'Camille', 'Kayn', 'Galio', 'Ezreal', 'Nautilus', 'Malphite', 'Karthus', 'Orianna', 'Xayah', 'Gragas'
'Akali', 'Gragas', 'Lucian', 'Varus', 'Tahm Kench', 'Camille', 'Elise', 'Qiyana', 'Xayah', 'Jarvan IV'
'Akali', 'Xin Zhao', 'LeBlanc', 'Ezreal', 'Tahm Kench', 'Gangplank', 'Lee Sin', 'Zoe', "Kai'Sa", 'Jarvan IV'
'Lucian', 'Nidalee', 'Renekton', 'Xayah', 'Yuumi', 'Qiyana', 'Gragas', 'Jayce', 'Varus', 'Tahm Kench'
'Aatrox', 'Ekko', 'Ryze', "Kai'Sa", 'Rakan', 'Camille', 'Gragas', 'Zoe', 'Xayah', 'Morgana'
'Irelia', 'Gragas', 'Karma', 'Jinx', 'Thresh', 'Camille', 'Olaf', 'Jayce', 'Syndra', 'Pyke'
'Yasuo', 'Gragas', 'Irelia', "Kai'Sa", 'Rakan', 'Gangplank', 'Shyvana', 'Camille', 'Ezreal', 'Pyke'
'Camille', "Kha'Zix", 'Ryze', 'Miss Fortune', 'Leona', 'Jayce', 'Gragas', 'Talon', 'Vayne', 'Braum'
'Jayce', 'Elise', 'Qiyana', 'Swain', 'Pyke', 'Lucian', 'Nidalee', 'Renekton', 'Jinx', 'Thresh'
'Lucian', 'Elise', 'Aurelion Sol', 'Ezreal', 'Rakan', 'Yasuo', 'Gragas', 'Jayce', "Kai'Sa", 'Nautilus'
'Gangplank', 'Gragas', 'Qiyana', 'Caitlyn', 'Morgana', 'Vladimir', 'Karthus', 'Talon', 'Miss Fortune', 'Thresh'
'Ryze', 'Lee Sin', 'LeBlanc', "Kai'Sa", 'Blitzcrank', 'Aatrox', 'Gragas', 'Orianna', 'Jinx', 'Thresh'
'Irelia', 'Nidalee', 'Jayce', 'Caitlyn', 'Morgana', 'Ryze', 'Graves', 'Cassiopeia', 'Jhin', 'Leona'
'Kennen', 'Olaf', 'Akali', 'Ezreal', 'Nautilus', 'Vladimir', 'Lee Sin', 'Orianna', 'Yasuo', 'Gragas'
'Jax', 'Taliyah', 'Garen', 'Xayah', 'Nautilus', 'Karma', 'Kindred', 'Galio', "Kai'Sa", 'Alistar'
'Vladimir', 'Lee Sin', 'LeBlanc', 'Ezreal', 'Morgana', 'Lucian', 'Taliyah', 'Tristana', 'Draven', 'Nautilus'
'Jax', 'Ekko', 'Nocturne', "Kai'Sa", 'Blitzcrank', 'Quinn', 'Taliyah', 'Qiyana', 'Lucian', 'Swain'
'Rumble', 'Olaf', 'Ezreal', 'Swain', 'Alistar', 'Rengar', 'Taliyah', 'Pantheon', 'Syndra', 'Karma'
'Kayle', 'Olaf', 'Viktor', "Kai'Sa", 'Thresh', 'Irelia', 'Xin Zhao', 'Akali', 'Lucian', 'Blitzcrank'
'Vladimir', 'Elise', 'Qiyana', 'Lucian', 'Rakan', 'Gnar', 'Nidalee', 'Twisted Fate', "Kai'Sa", 'Karma'
'Kennen', 'Nidalee', 'Talon', 'Ezreal', 'Alistar', 'Jayce', 'Taliyah', 'Galio', 'Draven', 'Volibear'
'Kennen', 'Nidalee', 'Nocturne', 'Jinx', 'Bard', 'Renekton', 'Elise', 'Galio', 'Ashe', 'Tahm Kench'
'Renekton', 'Nidalee', 'LeBlanc', 'Draven', 'Morgana', 'Irelia', 'Ekko', 'Kayle', 'Varus', 'Tahm Kench'
'Maokai', 'Brand', 'Zoe', 'Nidalee', 'Lulu', 'Singed', 'Vladimir', 'Taliyah', 'Viktor', 'Trundle'
'Cassiopeia', 'Braum', 'Ezreal', 'Lux', 'Jarvan IV', 'Akali', 'Jinx', 'Ryze', "Kog'Maw", 'Galio'
'Nidalee', 'Jinx', 'Blitzcrank', 'Nautilus', 'Zed', 'Azir', 'Ezreal', 'Shen', 'Vayne', 'Elise'
'Lux', 'Nunu & Willump', 'Jayce', 'Jhin', 'Pyke', 'Ezreal', 'Zoe', 'Brand', 'Ashe', 'Orianna'
'Ornn', 'Karthus', 'Leona', 'Qiyana', 'Xayah', 'Yasuo', 'Sona', 'Garen', 'Viktor', 'Kalista'
'Kennen', 'Karthus', 'Nocturne', 'Xayah', 'Thresh', 'Irelia', 'Xin Zhao', 'Twisted Fate', 'Ezreal', 'Bard'
'Kayle', "Rek'Sai", 'Akali', 'Yasuo', 'Gragas', 'Darius', 'Rengar', 'Zoe', 'Lucian', 'Thresh'
'Fiora', 'Elise', 'Nocturne', "Kai'Sa", 'Nautilus', 'Aatrox', 'Lee Sin', 'Akali', 'Ezreal', 'Tahm Kench'
'Irelia', 'Ekko', 'Akali', 'Xayah', 'Blitzcrank', 'Kayle', 'Lee Sin', 'Twisted Fate', 'Miss Fortune', 'Thresh'
'Garen', "Rek'Sai", 'Viktor', 'Draven', 'Thresh', 'Kayle', 'Gragas', 'Lucian', 'Ezreal', 'Braum'
'Darius', 'Gragas', 'Orianna', 'Caitlyn', 'Lux', 'Gangplank', 'Olaf', 'Karma', "Kai'Sa", 'Volibear'
'Kayle', 'Nidalee', 'Irelia', "Kai'Sa", 'Nautilus', 'Fiora', 'Lee Sin', 'Galio', 'Jinx', 'Thresh'
'Kayle', 'Lee Sin', 'Taliyah', 'Yasuo', 'Gragas', 'Sylas', 'Ekko', 'Qiyana', 'Draven', 'Leona'
'Camille', 'Ekko', 'Renekton', 'Heimerdinger', 'Fiddlesticks', 'Fiora', 'Dr. Mundo', 'Talon', 'Caitlyn', 'Morgana'
'Pantheon', 'Gragas', 'Poppy', 'Caitlyn', 'Lux', 'Camille', 'Elise', 'Fizz', 'Lucian', 'Pyke'
'Pantheon', 'Ekko', 'Aatrox', 'Ezreal', 'Yuumi', 'Jayce', 'Kayn', 'Orianna', 'Xayah', 'Rakan'
'Karma', 'Lee Sin', 'Malphite', 'Ezreal', 'Yuumi', 'Gangplank', 'Ekko', 'Qiyana', 'Xayah', 'Rakan'
'Gangplank', 'Lee Sin', 'Akali', 'Ezreal', 'Pyke', 'Jayce', 'Karthus', 'Draven', "Kai'Sa", 'Volibear'
'Jayce', 'Karthus', 'Twisted Fate', 'Ezreal', 'Yuumi', 'Camille', 'Lee Sin', 'Kayle', "Kai'Sa", 'Pyke'
'Jax', 'Taliyah', 'Akali', 'Lucian', 'Pyke', 'Sylas', "Rek'Sai", 'LeBlanc', 'Yasuo', 'Rakan'
'Renekton', 'Gragas', 'Sylas', 'Xayah', 'Pyke', 'Qiyana', 'Ekko', 'Aatrox', "Kai'Sa", 'Yuumi'
'Aatrox', 'Lee Sin', 'Galio', "Kai'Sa", 'Yuumi', 'Jayce', 'Ekko', 'Qiyana', 'Lucian', 'Fiddlesticks'
"Rek'Sai", 'Lee Sin', 'Orianna', "Kai'Sa", 'Nautilus', 'Lucian', 'Sylas', 'Vladimir', 'Yasuo', 'Rakan'
'Lucian', 'Gragas', 'Galio', "Kai'Sa", 'Blitzcrank', 'Irelia', 'Taliyah', 'Jayce', 'Ezreal', 'Tahm Kench'
'Vladimir', 'Olaf', 'Kayle', 'Lucian', 'Jarvan IV', 'Irelia', "Rek'Sai", 'Akali', "Kai'Sa", 'Morgana'
'Vladimir', "Rek'Sai", 'Zoe', 'Ashe', 'Blitzcrank', 'Pantheon', 'Nidalee', 'Akali', 'Ezreal', 'Bard'
'Jax', "Rek'Sai", 'Anivia', 'Jinx', 'Thresh', 'Kayle', 'Olaf', 'Karma', "Kai'Sa", 'Pyke'
'Kayle', 'Nidalee', 'Galio', 'Jinx', 'Thresh', 'Yasuo', 'Gragas', 'Viktor', 'Ezreal', 'Leona'
'Kayle', 'Nidalee', 'Irelia', "Kai'Sa", 'Nautilus', 'Fiora', 'Lee Sin', 'Galio', 'Jinx', 'Thresh'
'Jax', 'Ekko', 'Taliyah', 'Miss Fortune', 'Alistar', 'Kayle', 'Lee Sin', 'Ryze', 'Jinx', 'Tahm Kench'
'Renekton', 'Nidalee', 'Talon', 'Caitlyn', 'Miss Fortune', 'Jayce', 'Lee Sin', 'LeBlanc', 'Kayle', 'Yuumi'
'Camille', 'Lee Sin', 'LeBlanc', 'Ezreal', 'Yuumi', 'Kayle', 'Nidalee', 'Talon', 'Lucian', 'Volibear'
'Kayle', 'Ekko', 'Talon', 'Xayah', 'Leona', 'Jayce', 'Xin Zhao', 'Camille', 'Syndra', 'Morgana'
'Fiora', 'Elise', 'Jayce', 'Syndra', 'Thresh', 'Corki', 'Taliyah', 'Qiyana', 'Jinx', 'Braum'
'Vladimir', "Rek'Sai", 'Zoe', 'Ashe', 'Blitzcrank', 'Pantheon', 'Nidalee', 'Akali', 'Ezreal', 'Bard'
'Aatrox', "Rek'Sai", 'LeBlanc', 'Lucian', 'Leona', 'Fiora', 'Taliyah', 'Galio', 'Xayah', 'Rakan'
'Camille', 'Elise', 'Ryze', 'Yasuo', 'Gragas', 'Volibear', 'Lee Sin', 'Akali', "Kai'Sa", 'Nautilus'
'Lucian', 'Nidalee', 'Syndra', 'Irelia', 'Shen', 'Fiora', 'Lee Sin', 'Zoe', 'Vayne', 'Nautilus'
'Kayle', 'Nocturne', 'Talon', 'Syndra', 'Karma', 'Quinn', 'Ekko', 'Irelia', 'Draven', 'Thresh'
'Pantheon', 'Karthus', 'Galio', 'Jinx', 'Leona', 'Kayle', 'Gragas', 'Lucian', 'Vayne', 'Rakan'
'Tristana', 'Kindred', 'Pantheon', 'Heimerdinger', 'Karma', 'Irelia', 'Gragas', 'Syndra', 'Lucian', 'Morgana'
'Fiora', 'Elise', 'Renekton', 'Lucian', 'Blitzcrank', 'Ryze', 'Qiyana', 'Twisted Fate', 'Irelia', 'Thresh'
'Pantheon', 'Lee Sin', 'Akali', "Kai'Sa", 'Blitzcrank', 'Twisted Fate', 'Nidalee', 'Aatrox', 'Jinx', 'Thresh'
'Vladimir', 'Taliyah', 'Lucian', "Kai'Sa", 'Thresh', 'Kled', 'Nidalee', 'Galio', 'Miss Fortune', 'Nautilus'
'Pantheon', 'Lee Sin', "Vel'Koz", 'Lucian', 'Bard', 'Urgot', 'Ekko', 'Twisted Fate', 'Miss Fortune', 'Karma'
'Volibear', 'Ekko', 'Gangplank', "Kai'Sa", 'Nautilus', 'Renekton', 'Gragas', 'Lucian', 'Morgana', 'Leona'
'Camille', 'Lee Sin', 'Akali', 'Ezreal', 'Tahm Kench', 'Fiora', 'Elise', 'LeBlanc', "Kai'Sa", 'Leona'
'Irelia', 'Nidalee', 'Jayce', 'Caitlyn', 'Morgana', 'Ryze', 'Graves', 'Cassiopeia', 'Jhin', 'Leona'
'Kennen', 'Olaf', 'Akali', 'Ezreal', 'Nautilus', 'Vladimir', 'Lee Sin', 'Orianna', 'Yasuo', 'Gragas'
'Irelia', 'Karthus', 'Qiyana', "Kai'Sa", 'Gragas', 'Renekton', 'Lee Sin', 'Darius', 'Syndra', 'Nautilus'
'Zoe', 'Lee Sin', 'Jayce', 'Jinx', 'Tahm Kench', 'Lucian', 'Karthus', 'Twisted Fate', 'Ezreal', 'Jarvan IV'
'Lucian', 'Taliyah', 'Akali', 'Sivir', 'Shen', 'Renekton', 'Gragas', 'Yasuo', 'Vayne', 'Galio'
'Jayce', 'Olaf', 'LeBlanc', "Kai'Sa", 'Volibear', 'Pantheon', 'Taliyah', 'Galio', 'Yasuo', 'Gragas'
'Yasuo', 'Gragas', 'Pyke', 'Ornn', 'Jayce', 'Kindred', 'Jarvan IV', 'Varus', 'Twisted Fate', 'Nocturne'
'Kayle', 'Gragas', 'Ryze', 'Kalista', 'Sylas', 'Gangplank', 'Ezreal', 'Irelia', 'Yasuo', 'Kennen'
'Twisted Fate', 'Shaco', 'Akali', 'Draven', 'Thresh', 'Sylas', "Rek'Sai", 'Yasuo', 'Ezreal', 'Tahm Kench'
'Sion', 'Nocturne', 'Sylas', 'Varus', 'Tahm Kench', 'Jayce', 'Karthus', 'Yasuo', "Kai'Sa", 'Thresh'
'Ornn', 'Vayne', 'Taliyah', 'Caitlyn', 'Morgana', 'Skarner', 'Lee Sin', 'Akali', 'Jhin', 'Blitzcrank'
'Gangplank', "Rek'Sai", 'Akali', "Kai'Sa", 'Jarvan IV', 'Renekton', 'Karthus', 'Talon', 'Sivir', 'Morgana'
'Jayce', 'Karthus', 'Akali', 'Syndra', 'Tahm Kench', 'Sion', 'Gragas', 'Yasuo', 'Jinx', 'Thresh'
'Camille', 'Ekko', 'Qiyana', 'Sion', 'Leona', 'Fiora', "Kha'Zix", 'Akali', "Kai'Sa", 'Pyke'
'Fiora', 'Elise', 'Jayce', 'Syndra', 'Thresh', 'Corki', 'Taliyah', 'Qiyana', 'Jinx', 'Braum'
'Vladimir', 'Olaf', 'Ryze', 'Xayah', 'Rakan', 'Lucian', "Rek'Sai", 'Taliyah', 'Ezreal', 'Yuumi'
'Fiora', 'Ekko', 'Tristana', "Kai'Sa", 'Pyke', 'Irelia', 'Elise', 'Akali', 'Lucian', 'Morgana'
'Pantheon', 'Olaf', 'Aurelion Sol', 'Ashe', 'Tahm Kench', 'Garen', 'Lee Sin', 'Taliyah', 'Ezreal', 'Thresh'
'Kayle', 'Nidalee', 'Irelia', "Kai'Sa", 'Nautilus', 'Fiora', 'Lee Sin', 'Galio', 'Jinx', 'Thresh'
'Irelia', 'Lee Sin', 'LeBlanc', "Kai'Sa", 'Nautilus', 'Akali', 'Ekko', 'Tristana', 'Ezreal', 'Tahm Kench'
'Renekton', 'Olaf', 'Zoe', 'Karma', 'Pyke', 'Wukong', 'Lee Sin', 'Twisted Fate', "Kai'Sa", 'Lux'
'Gnar', 'Aatrox', 'Taliyah', 'Ezreal', 'Janna', 'Jayce', 'Ekko', 'Kayle', 'Caitlyn', 'Morgana'
'Garen', 'Nidalee', 'Jayce', "Kai'Sa", 'Pyke', 'Lucian', 'Graves', 'Twisted Fate', 'Draven', 'Thresh'
'Poppy', 'Nidalee', 'Akali', 'Lucian', 'Thresh', 'Camille', 'Karthus', 'Vladimir', "Kai'Sa", 'Nautilus'
'Renekton', "Rek'Sai", 'Twisted Fate', "Kai'Sa", 'Blitzcrank', 'Jax', 'Nidalee', 'Fizz', 'Jinx', 'Thresh'
'Mordekaiser', 'Lee Sin', 'LeBlanc', 'Irelia', 'Rakan', 'Vladimir', 'Olaf', 'Taliyah', 'Xayah', 'Leona'
'Fiora', 'Nidalee', 'Twisted Fate', "Kai'Sa", 'Thresh', 'Olaf', 'Kindred', 'Nocturne', 'Xayah', "Vel'Koz"
'Kennen', 'Olaf', 'Karma', 'Xayah', 'Nautilus', 'Renekton', 'Nidalee', 'LeBlanc', 'Yasuo', 'Gragas'
'Kled', 'Nidalee', 'Talon', 'Miss Fortune', 'Nautilus', 'Jayce', "Rek'Sai", 'Lucian', "Kai'Sa", 'Leona'
'Sion', 'Nocturne', 'Galio', 'Lucian', 'Leona', 'Pantheon', 'Olaf', 'LeBlanc', "Kai'Sa", 'Swain'
'Pantheon', 'Olaf', 'LeBlanc', 'Ezreal', 'Thresh', 'Gangplank', 'Lee Sin', 'Qiyana', 'Swain', 'Fiddlesticks'
'Garen', 'Xin Zhao', 'Fizz', 'Miss Fortune', 'Blitzcrank', 'Quinn', 'Karthus', 'Talon', 'Xayah', 'Swain'
'Camille', 'Lee Sin', 'LeBlanc', 'Ezreal', 'Yuumi', 'Kayle', 'Nidalee', 'Talon', 'Lucian', 'Volibear'
'Lucian', 'Qiyana', 'Akali', 'Draven', 'Thresh', 'Jayce', 'Elise', 'Syndra', 'Ezreal', 'Tahm Kench'
'Vladimir', 'Lee Sin', 'LeBlanc', 'Ezreal', 'Morgana', 'Lucian', 'Taliyah', 'Tristana', 'Draven', 'Nautilus'
'Kayle', 'Lee Sin', 'Taliyah', 'Yasuo', 'Gragas', 'Sylas', 'Ekko', 'Qiyana', 'Draven', 'Leona'
'Akali', 'Gragas', 'Talon', 'Tristana', 'Volibear', 'Irelia', 'Jarvan IV', 'Taliyah', 'Draven', 'Nautilus'
'Irelia', 'Kindred', 'Ekko', 'Caitlyn', 'Morgana', 'Kayle', 'Taliyah', 'Jayce', 'Sivir', 'Karma'
'Jayce', 'Elise', 'Ryze', "Kai'Sa", 'Thresh', 'Renekton', 'Nidalee', 'Karma', 'Jinx', 'Tahm Kench'
'Camille', 'Taliyah', 'Irelia', 'Draven', 'Thresh', 'Akali', 'Lee Sin', 'Zoe', 'Lucian', 'Braum'
'Rumble', 'Karthus', 'Lucian', 'Ezreal', 'Morgana', 'Gnar', 'Sylas', 'Akali', 'Draven', 'Blitzcrank'
'Renekton', 'Graves', 'Taliyah', 'Draven', 'Volibear', 'Jayce', 'Gragas', 'Yasuo', 'Xayah', 'Rakan'
'Lucian', 'Sylas', 'Camille', 'Xayah', 'Thresh', 'Mordekaiser', 'Gragas', 'Qiyana', 'Sivir', 'Blitzcrank'
'Camille', 'Lee Sin', 'Corki', "Kai'Sa", 'Karma', 'Vladimir', 'Xin Zhao', 'Galio', 'Draven', 'Nautilus'
'Tristana', 'Gangplank', 'Quinn', 'Katarina', 'Aurelion Sol', 'Hecarim', 'Diana', 'Jinx', 'Master Yi', 'Sylas'
'Camille', 'Pantheon', 'Zoe', 'Ezreal', 'Yuumi', 'Riven', 'Nidalee', 'Tristana', "Kai'Sa", 'Nami'
'Leona', 'Neeko', 'Ziggs', 'Renekton', 'Nami', 'Vladimir', 'Corki', 'Rumble', 'Sivir', 'Illaoi'
'Tryndamere', 'Hecarim', 'Sylas', 'Xayah', 'Zilean', 'Vayne', 'Shaco', 'Ahri', 'Ezreal', 'Xerath'
'Qiyana', 'Kalista', 'Lulu', 'Taliyah', 'Twisted Fate', 'Veigar', "Kog'Maw", 'Ivern', 'Pantheon', 'Viktor'
'Lux', 'Xayah', 'Jarvan IV', 'Fiddlesticks', 'Zilean', 'Ashe', 'Twitch', 'Heimerdinger', 'Nidalee', 'Aatrox'
'Camille', 'Evelynn', 'Irelia', 'Caitlyn', 'Leona', 'Fiora', 'Nidalee', 'Lucian', "Kai'Sa", 'Galio'
'Neeko', 'Nasus', 'Sivir', "Kha'Zix", 'Swain', 'Jayce', 'Jinx', 'Taliyah', 'Morgana', 'Blitzcrank'
'Singed', 'Lee Sin', 'Gragas', 'Vayne', 'Yuumi', 'Ornn', 'Pantheon', 'Ahri', 'Ezreal', 'Gragas'
'Garen', 'Taliyah', 'Zed', 'Vayne', 'Yuumi', 'Nasus', 'Nocturne', 'Syndra', 'Miss Fortune', 'Karma'
'Aatrox', 'Graves', 'Irelia', "Kai'Sa", 'Blitzcrank', 'Vayne', 'Jarvan IV', 'Garen', 'Lucian', 'Yuumi'
'Camille', 'Ekko', 'Orianna', 'Xayah', 'Pyke', 'Tristana', 'Lee Sin', 'Irelia', 'Varus', 'Tahm Kench'
'Kennen', "Kha'Zix", 'Qiyana', 'Lucian', 'Fiddlesticks', 'Camille', 'Sylas', 'Irelia', 'Xayah', 'Rakan'
'Karma', 'Lee Sin', 'Yasuo', 'Tristana', 'Pyke', 'Fiora', 'Kayn', 'Twisted Fate', 'Jinx', 'Tahm Kench'
'Jayce', "Kha'Zix", 'Rumble', 'Jhin', 'Tahm Kench', 'Vladimir', 'Lee Sin', 'Ryze', 'Jinx', 'Thresh'
'Camille', 'Lee Sin', 'Taliyah', 'Neeko', 'Leona', 'Pantheon', 'Dr. Mundo', 'Galio', 'Draven', 'Thresh'
'Camille', 'Aatrox', 'Galio', "Kai'Sa", 'Volibear', 'Karma', 'Gragas', 'Qiyana', 'Lucian', 'Nautilus'
'Pantheon', 'Shyvana', 'Zoe', 'Lucian', 'Soraka', 'Kled', 'Kayn', 'Ezreal', 'Kalista', 'Karma'
'Karma', 'Elise', 'Irelia', 'Jinx', 'Thresh', 'Renekton', 'Gragas', 'Qiyana', 'Caitlyn', 'Morgana'
'Lucian', 'Elise', 'Galio', 'Sivir', 'Volibear', 'Quinn', 'Lee Sin', 'Ezreal', 'Xayah', 'Nautilus'
'Sylas', 'Elise', 'Renekton', 'Ezreal', 'Tahm Kench', 'Akali', 'Ekko', 'Vayne', "Kai'Sa", 'Leona'
'Quinn', 'Sylas', 'Twisted Fate', 'Jinx', 'Tahm Kench', 'Gangplank', 'Elise', 'Pantheon', "Kai'Sa", 'Blitzcrank'
'Urgot', 'Taliyah', 'Galio', "Kai'Sa", 'Volibear', 'Camille', 'Evelynn', 'Pantheon', 'Lucian', 'Leona'
'Gangplank', 'Gragas', 'Qiyana', 'Miss Fortune', 'Galio', 'Jax', 'Ekko', 'Zoe', 'Xayah', 'Rakan'
'Ryze', 'Lee Sin', 'Talon', 'Lucian', 'Thresh', 'Renekton', 'Elise', 'Qiyana', "Kai'Sa", 'Leona'
'Akali', 'Lee Sin', 'Fizz', 'Ezreal', 'Pyke', 'Gangplank', 'Shyvana', 'Zoe', "Kai'Sa", 'Nautilus'
'Urgot', 'Lee Sin', 'Karma', 'Miss Fortune', 'Leona', 'Pantheon', 'Elise', 'Kayle', 'Ezreal', 'Alistar'
'Camille', 'Nidalee', 'Akali', 'Xayah', 'Thresh', 'Karma', 'Gragas', 'Aatrox', "Kai'Sa", 'Nautilus'
'Tristana', 'Gragas', 'Karma', 'Ezreal', 'Shen', 'Aatrox', 'Olaf', 'Akali', 'Xayah', 'Rakan'
'Tristana', 'Taliyah', 'Renekton', "Kai'Sa", 'Thresh', 'Lucian', 'Ekko', 'Jayce', 'Kalista', 'Nautilus'
'Camille', 'Elise', 'Akali', 'Ezreal', 'Morgana', 'Darius', 'Jarvan IV', 'Sylas', 'Irelia', 'Gragas'
'Aatrox', 'Kindred', 'Malphite', 'Ashe', 'Tahm Kench', 'Corki', 'Ekko', 'Camille', 'Vayne', 'Nautilus'
'Renekton', 'Taliyah', 'Ezreal', 'Lucian', 'Thresh', 'Aatrox', 'Jarvan IV', 'Galio', "Kai'Sa", 'Pyke'
'Fiora', 'Olaf', 'Kassadin', 'Ezreal', 'Pyke', 'Aatrox', 'Fizz', 'Akali', 'Kalista', 'Thresh'
'Vladimir', 'Elise', 'Pantheon', "Kai'Sa", 'Alistar', 'Lucian', 'Fizz', 'Yasuo', 'Xayah', 'Rakan'
'Irelia', 'Taliyah', 'Pantheon', "Kai'Sa", 'Karma', 'Jayce', 'Qiyana', 'Swain', 'Jhin', "Vel'Koz"
'Karma', "Rek'Sai", 'Kayle', 'Ahri', 'Pyke', 'Garen', 'Shaco', 'Viktor', 'Yasuo', 'Volibear'
'Camille', 'Olaf', 'Viktor', 'Ezreal', 'Tahm Kench', 'Volibear', 'Nidalee', 'Galio', 'Xayah', 'Rakan'
'Malphite', 'Olaf', 'Twisted Fate', 'Yasuo', 'Nautilus', 'Jax', 'Nidalee', 'Qiyana', "Kai'Sa", 'Galio'
'Kayle', 'Fizz', 'Garen', 'Jinx', 'Tahm Kench', 'Sylas', 'Qiyana', 'Akali', 'Sivir', 'Thresh'
'Sion', 'Lee Sin', 'Tristana', 'Orianna', 'Rakan', 'Ezreal', "Kha'Zix", 'Diana', 'Syndra', 'Pyke'
'Ornn', "Kha'Zix", 'Galio', 'Lucian', 'Rakan', 'Syndra', 'Kindred', 'Mordekaiser', 'Ezreal', 'Leona'
'Gangplank', 'Fizz', 'Ryze', "Kai'Sa", 'Volibear', 'Irelia', 'Gragas', 'Yasuo', 'Lucian', 'Leona'
'Akali', 'Elise', 'Irelia', 'Lucian', 'Nautilus', 'Renekton', 'Fizz', 'Syndra', "Kai'Sa", 'Alistar'
'Vladimir', "Rek'Sai", 'Irelia', 'Xayah', 'Karma', 'Pantheon', 'Nidalee', 'Twisted Fate', 'Lucian', 'Morgana'
'Kayle', 'Olaf', 'Tristana', 'Caitlyn', 'Morgana', 'Irelia', 'Lee Sin', 'Twisted Fate', 'Miss Fortune', 'Fiddlesticks'
'Sion', 'Nocturne', 'Galio', 'Lucian', 'Leona', 'Pantheon', 'Olaf', 'LeBlanc', "Kai'Sa", 'Swain'
'Bard', 'Ziggs', 'Karthus', 'Pantheon', 'Gangplank', 'Nautilus', 'Varus', "Kog'Maw", 'Akali', 'Kayle'
'Garen', 'Sylas', 'Yasuo', 'Ezreal', 'Thresh', 'Garen', 'Ekko', 'Qiyana', "Kai'Sa", 'Lee Sin'
'Sylas', 'Morgana', 'Aatrox', "Kog'Maw", 'Blitzcrank', 'Pyke', 'Ashe', 'Vladimir', 'Miss Fortune', 'Mordekaiser'
'Yuumi', 'Jinx', 'Teemo', 'Janna', 'Zyra', 'Maokai', 'Jayce', 'Karthus', 'Kayn', 'Graves'
'Lucian', 'Lulu', 'Rengar', 'Kayle', 'Tristana', 'Teemo', 'Yuumi', 'LeBlanc', 'Ahri', "Kai'Sa"
'Aatrox', 'Lee Sin', 'Orianna', 'Yasuo', 'Nautilus', 'Vladimir', 'Xin Zhao', 'LeBlanc', 'Ezreal', 'Pyke'
'Gangplank', 'Kayn', 'Zoe', "Kai'Sa", 'Blitzcrank', 'Kayle', 'Graves', 'Akali', 'Miss Fortune', 'Thresh'
'Pyke', 'Gragas', 'Ryze', 'Ezreal', 'Bard', 'Vladimir', 'Nidalee', 'Camille', 'Caitlyn', 'Tahm Kench'
'Akali', "Kha'Zix", 'Karma', 'Jinx', 'Thresh', 'Jax', "Rek'Sai", 'Ryze', 'Caitlyn', 'Morgana'
'Kennen', 'Karthus', 'Lucian', 'Xayah', 'Rakan', 'Akali', 'Lee Sin', 'Pantheon', 'Jinx', 'Nautilus'
'Lucian', 'Gragas', 'Syndra', 'Jinx', 'Thresh', 'Renekton', 'Taliyah', 'Sylas', 'Caitlyn', 'Tahm Kench'
'Vayne', 'Jarvan IV', 'Irelia', 'Lucian', 'Shen', 'Garen', 'Lee Sin', 'Galio', 'Ashe', 'Yuumi'
'Kayle', 'Shaco', 'Zed', "Kai'Sa", "Cho'Gath", 'Kled', 'Lee Sin', 'LeBlanc', 'Yasuo', 'Alistar'
'Jax', 'Taliyah', 'Blitzcrank', 'Varus', 'Yuumi', 'Volibear', "Kai'Sa", 'Garen', 'Yasuo', 'Janna'
'Ornn', 'Qiyana', 'Talon', 'Ashe', 'Karma', 'Garen', 'Kindred', 'Ahri', 'Jhin', 'Lulu'
'Vladimir', 'Elise', 'Lucian', 'Draven', 'Thresh', 'Irelia', 'Gragas', 'Jax', 'Jinx', 'Tahm Kench'
'Lucian', 'Karthus', 'Nautilus', 'Ezreal', 'Soraka', 'Malphite', 'Fiddlesticks', 'Qiyana', 'Viktor', 'Tahm Kench'
